subject,run,hemi,mode_k,beta,p,metric
sub-EN057,16,L,43,0.0437924191900536,0.3259873357844901,global
sub-EN057,16,L,44,-0.0659440541165198,0.4243162135836342,global
sub-EN057,16,L,45,-0.0404480582432072,0.7945511887322738,global
sub-EN057,16,L,46,-0.3047856363075255,0.6865304399445165,global
sub-EN057,16,L,47,-0.0719915086118686,0.5475614648473888,global
sub-EN057,16,L,48,-1.596517836334955,0.6641663300508671,global
sub-EN057,16,L,49,-0.1448127204484232,0.7098010558160694,global
sub-EN057,16,L,50,-0.0448219347858126,0.3487387795641988,global
sub-EN057,16,L,51,-0.0887832191008937,0.6009615061989448,global
sub-EN057,16,L,52,0.013768591134226,0.8668046845808308,global
sub-EN057,16,L,53,-0.3930658350417038,0.6065247204758593,global
sub-EN057,16,L,54,-0.1521922482707295,0.5787043839295867,global
sub-EN057,16,L,55,-0.0109323173963865,0.6514779629181695,global
sub-EN057,16,L,56,0.0132044678104898,0.8538700246101594,global
sub-EN057,16,L,57,-0.0495773906413635,0.6473000481411442,global
sub-EN057,16,L,58,-0.0277296487628508,0.8462606791053738,global
sub-EN057,16,L,59,-0.1057042709961025,0.7308672855029705,global
sub-EN057,16,L,60,-0.1957331001697108,0.7047341558133602,global
sub-EN057,16,L,61,-0.0824778953422095,0.6147063956316793,global
sub-EN057,16,L,62,-0.1920734106372178,0.7103606882562558,global
sub-EN057,16,L,63,-0.4617840573044021,0.6554870749456038,global
sub-EN057,16,L,64,-0.0889463751142977,0.5723958411403446,global
sub-EN057,16,L,65,-0.0753786890522706,0.5361295013734729,global
sub-EN057,16,L,66,-0.0428248450783856,0.7977354811548728,global
sub-EN057,16,L,67,-0.0223169718765504,0.8673853430024894,global
sub-EN057,16,L,68,-0.4216995633747484,0.6662821317837877,global
sub-EN057,16,L,69,-0.0203974740144416,0.6104053716690351,global
sub-EN057,16,L,70,-0.2104402445796112,0.7061495451484087,global
sub-EN057,16,L,71,-0.0971317602609517,0.6366648164132124,global
sub-EN057,16,L,72,-0.0423212314340958,0.2012214821820216,global
sub-EN057,16,L,73,0.02686461990674,0.4370541786740153,global
sub-EN057,16,L,74,-0.2601850449173005,0.6568153899795065,global
sub-EN057,16,L,75,-0.1129135987012241,0.0268324358473084,global
sub-EN057,16,L,76,-0.1360952471363662,0.570762345982053,global
sub-EN057,16,L,77,-0.1673606680195814,0.5294040871088648,global
sub-EN057,16,L,78,-0.4615255120280435,0.6730676304632239,global
sub-EN057,16,L,79,-0.0460903353050119,0.4100047328259112,global
sub-EN057,16,L,80,-0.0239532724470934,0.6824477418558197,global
sub-EN057,16,L,81,-0.0833621978443744,0.6156727396192458,global
sub-EN057,16,L,82,-0.1155066339853408,0.6873557511853017,global
sub-EN057,16,L,83,-0.0944689788152621,0.709986601225808,global
sub-EN057,16,L,84,-0.0769909237503446,0.6390855477445538,global
sub-EN057,16,L,85,-0.0283786707675422,0.404786000215962,global
sub-EN057,16,L,86,-0.1188177893309322,0.6498920730394415,global
sub-EN057,16,L,87,0.0108915404432276,0.3442262768489159,global
sub-EN057,16,L,88,-0.1617467364958017,0.5891023185165214,global
sub-EN057,16,L,89,-0.0260351071703186,0.4829554718733508,global
sub-EN057,16,L,90,-0.082314405137522,0.0692116053774027,global
sub-EN057,16,L,91,0.0033216677417973,0.8737057452754698,global
sub-EN057,16,L,92,-0.064149780961122,0.6280524383121683,global
sub-EN057,16,L,93,-0.1286091487789647,0.5906623859668566,global
sub-EN057,16,L,94,-0.0090783815153582,0.8149220784582455,global
sub-EN057,16,L,95,0.0056723398302432,0.8237119416677419,global
sub-EN057,16,L,96,-0.0786484586014664,0.6619538532828415,global
sub-EN057,16,L,97,-0.1397067416798404,0.619481568462163,global
sub-EN057,16,L,98,-0.0563994094818972,0.6221333073469618,global
sub-EN057,16,L,99,-0.0226753162714911,0.1828016979429271,global
sub-EN057,16,L,100,-0.0511699586337718,0.1749799622155832,global
sub-EN057,16,L,101,-0.2082517518093451,0.676200063468757,global
sub-EN057,16,L,102,-0.0835844874761206,0.5913875590737223,global
sub-EN057,16,L,103,-0.0874466451979907,0.1060689035336973,global
sub-EN057,16,L,104,-0.0444552849995278,0.1287865145075837,global
sub-EN057,16,L,105,-0.2098883500751433,0.6545232471943373,global
sub-EN057,16,L,106,-0.0312863993343852,0.7116169647524316,global
sub-EN057,16,L,107,-0.0511201089997261,0.3889154677775394,global
sub-EN057,16,L,108,-0.0301118804235611,0.7065164514394058,global
sub-EN057,16,L,109,-0.0544452381436382,0.0407227821332935,global
sub-EN057,16,L,110,0.032913727268053,0.2430713239546578,global
sub-EN057,16,L,111,-0.1927454423478613,0.6783849974993601,global
sub-EN057,16,L,112,-0.2481642435844184,0.698358680583638,global
sub-EN057,16,L,113,-0.0165901592648637,0.3934929908901252,global
sub-EN057,16,L,114,-0.0097561419427169,0.6321250303135258,global
sub-EN057,16,L,115,-0.0401550349967138,0.1800210133914001,global
sub-EN057,16,L,116,-0.0137434037024656,0.6801785898354447,global
sub-EN057,16,L,117,-0.1090805721331999,0.0435299883149988,global
sub-EN057,16,L,118,6.448185981410058e-05,0.9962656384896472,global
sub-EN057,16,L,119,-0.1247454629388104,0.498442722176319,global
sub-EN057,16,R,0,-431.0588601678752,0.6783556016508923,global
sub-EN057,16,R,1,-0.5509124225381618,0.0785308880866344,global
sub-EN057,16,R,2,-3.065201100997336,0.7148282176493492,global
sub-EN057,16,R,3,-33.99850698952093,0.6817661835141664,global
sub-EN057,16,R,4,-1.3242769817078068,0.5630583677131404,global
sub-EN057,16,R,5,-0.6628259953686509,0.0333719245540491,global
sub-EN057,16,R,6,-3.7889385776626856,0.6981878898180143,global
sub-EN057,16,R,7,-0.4313931493062596,0.631346285707939,global
sub-EN057,16,R,8,-5.063517444259267,0.6857160034505614,global
sub-EN057,16,R,9,0.2631067421493767,0.2599286438691404,global
sub-EN057,16,R,10,-0.6884788401336615,0.6742365046646437,global
sub-EN057,16,R,11,-3.443956580702737,0.6864815999740028,global
sub-EN057,16,R,12,-1.0296051333916734,0.7029475139729109,global
sub-EN057,16,R,13,-0.7260952032748513,0.6675671716297016,global
sub-EN057,16,R,14,-2.304927028518208,0.6871025449268893,global
sub-EN057,16,R,15,-0.8673466805839433,0.7194454551373091,global
sub-EN057,16,R,16,-0.5305686980045082,0.7359758089624846,global
sub-EN057,16,R,17,-2.7760776456873764,0.6287453716649067,global
sub-EN057,16,R,18,-0.1426711309393158,0.2249906282209079,global
sub-EN057,16,R,19,-0.4823353355367757,0.5204993579044035,global
sub-EN057,16,R,20,-0.4195944699930672,0.6815467010429885,global
sub-EN057,16,R,21,-0.3800192893078517,0.6686917207899219,global
sub-EN057,16,R,22,-0.8659588892518456,0.6293265305679927,global
sub-EN057,16,R,23,-0.1694839576328429,0.7394499766381911,global
sub-EN057,16,R,24,-0.0854887156075372,0.5981470463213954,global
sub-EN057,16,R,25,0.1183292720781677,0.2524570598335344,global
sub-EN057,16,R,26,0.0559857993987888,0.3470141546856439,global
sub-EN057,16,R,27,-0.2619700192240456,0.725433701196277,global
sub-EN057,16,R,28,-0.1350036850007899,0.6496439902938091,global
sub-EN057,16,R,29,-0.0273040830456355,0.631909672949521,global
sub-EN057,16,R,30,-0.0871363946597052,0.2212353606158399,global
sub-EN057,16,R,31,0.0224913017712715,0.7205868832462701,global
