hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,sig_q05
L,0,486.0205051314027,9.318474802381933,49,52.156658191227706,6.299596344586137e-44,1
L,1,0.13752994035987404,0.09921972465763355,49,1.3861149165091242,0.17211759185545633,0
L,2,9.053435549589434,0.2431639372010447,49,37.231818392972365,4.541981795633291e-37,1
L,3,25.02845324712904,0.36725647286452695,49,68.14979475218534,1.9839095624656712e-49,1
L,4,1.9326045314215519,0.11226671050827022,49,17.214404186886593,3.5684579596850253e-22,1
L,5,0.0011883354039586235,0.03518075939767918,49,0.03377799184280872,0.9731942598813661,0
L,6,3.051651051816774,0.09128922896789883,49,33.42838017494773,6.632865484786403e-35,1
L,7,0.06965458898580723,0.0365116986044431,49,1.9077334566223378,0.06241788097611654,0
L,8,4.282342211057438,0.13113862117418032,49,32.65508034715087,1.9474185999590573e-34,1
L,9,0.32113250328557275,0.02617182987568686,49,12.270158594600174,2.0748052821220031e-16,1
L,10,1.0929373422666941,0.027560934339000677,49,39.6553080829379,2.4168809003853937e-38,1
L,11,2.897446918643434,0.05391819529459587,49,53.73783196586033,1.5381860852967202e-44,1
L,12,0.9315657010060585,0.02936649385531,49,31.722060712999088,7.370872476470541e-34,1
L,13,1.4718699043646635,0.032709504802778226,49,44.99823256999135,6.548559494766888e-41,1
L,14,2.8736429651120585,0.06951657409665739,49,41.33752277717946,3.478068795085982e-39,1
L,15,0.7782407688477923,0.03232365318357261,49,24.076510301233725,1.90420817146142e-28,1
L,16,0.0157104356645915,0.005544436805767811,49,2.8335494144776123,0.006713164530285341,1
L,17,1.2759918670415369,0.0454453840286301,49,28.077480129503932,1.9226702493450212e-31,1
L,18,0.10503138060449058,0.00886460054897382,49,11.848405353882434,7.390806210510852e-16,1
L,19,0.9457399704305174,0.033428831369146574,49,28.291146644850894,1.3636234587053187e-31,1
L,20,0.5300626828806531,0.01795886109360021,49,29.51538408354555,1.9890865824965112e-32,1
L,21,0.25464986358986114,0.011820532720213939,49,21.54301076079186,2.5397069544703496e-26,1
L,22,0.21577758871617536,0.010227242998777314,49,21.098314447204586,6.293477148020128e-26,1
L,23,0.006225934775805365,0.0073072845313770715,49,0.8520175653584514,0.3984354706703036,0
L,24,0.012570440594216683,0.00751770447691037,49,1.6721115644842282,0.10100955004855935,0
L,25,0.16162073448978706,0.008654747286954801,49,18.67422919828013,1.179953141166591e-23,1
L,26,0.4608036264188806,0.01884198022172181,49,24.45622068362259,9.49758878461506e-29,1
L,27,0.0970397971411872,0.009089302947981005,49,10.676263922168259,2.8466480238460914e-14,1
L,28,0.20515675047191287,0.008189843164578374,49,25.050143983126528,3.2586113289462006e-29,1
L,29,0.09990450264929339,0.008126207342321393,49,12.294111932018943,1.931708898988394e-16,1
L,30,0.050036659876120416,0.011784210571127841,49,4.246076525373182,9.916122739244131e-05,1
L,31,0.06888833135811721,0.005740796805829473,49,11.999785689708578,4.672159825181265e-16,1
L,32,0.32777927007131996,0.012004222518311531,49,27.30533106757372,6.786509064092267e-31,1
L,33,1.100903889631912,0.0358560229017769,49,30.703457900160902,3.285141392717056e-33,1
L,34,0.03509071505253221,0.006042932182397181,49,5.806902012693451,4.938050795318357e-07,1
L,35,0.008987137638707133,0.0044733350001460795,49,2.0090464135625106,0.050174132696724334,0
L,36,0.7287585960075557,0.020545023431409903,49,35.47129544244791,4.288565644959124e-36,1
L,37,0.0003065992607398928,0.003903193569289852,49,0.07855087258602846,0.9377164187722149,0
L,38,0.20977247502978866,0.009367522746442137,49,22.393591209528896,4.668291179589516e-27,1
L,39,0.26251408294402934,0.00982060867031914,49,26.73093814820527,1.7702672814097452e-30,1
L,40,0.03263624292563952,0.005467441785987172,49,5.969198064309504,2.794038025776391e-07,1
L,41,1.1060169965028508,0.025513823023786575,49,43.349716562339935,3.765919108373581e-40,1
L,42,0.0034238263769111577,0.0021707854214184303,49,1.5772293028732283,0.12131127691076997,0
L,43,0.0005512809458649351,0.0035808249028500385,49,0.1539536170635323,0.8782917764224316,0
L,44,0.00839569720707382,0.003705838549640039,49,2.265532374012711,0.02802970860037232,1
L,45,0.18484321995721192,0.007926049560607268,49,23.32097705720753,7.817241271087383e-28,1
L,46,0.29223673717030507,0.0128696846864038,49,22.707373513124153,2.53284143813218e-27,1
L,47,0.021736349852836623,0.0034684727270674286,49,6.2668360293594025,9.795738434566062e-08,1
L,48,1.7073241583765755,0.04401310709346184,49,38.79126630962619,6.743253488677681e-38,1
L,49,0.13496500499878444,0.00661836769178327,49,20.392491212953313,2.744264174782541e-25,1
L,50,0.0019056541780609216,0.003594755893971633,49,0.5301206074261351,0.5984722079737371,0
L,51,0.14686679531589092,0.007141495054527527,49,20.565272984790642,1.9065497557764183e-25,1
L,52,0.02380491339006965,0.005941791076604649,49,4.006353148935123,0.00021367287763240749,1
L,53,0.22327258314737253,0.012266835108310361,49,18.20131934406724,3.481127821228263e-23,1
L,54,0.07887392924330065,0.005437205517225867,49,14.506335836196818,3.590223117694185e-19,1
L,55,0.056833896259473014,0.004915952168263561,49,11.561116608575178,1.7791763639576557e-15,1
L,56,0.04198685823649564,0.004162354054238096,49,10.087286590563998,1.9042114737254494e-13,1
L,57,0.010821433096717353,0.00393644372113858,49,2.7490379294911795,0.008399003823735608,1
L,58,0.07938323166712448,0.005194854454469917,49,15.281127192855061,4.567888757655327e-20,1
L,59,0.12809067822195197,0.007251527306152845,49,17.663958613693474,1.22148026052193e-22,1
L,60,0.22435843059296603,0.009767407773640269,49,22.97010996084877,1.5261559127664926e-27,1
L,61,0.0296911392990522,0.003646460452117307,49,8.142454769202866,1.3426400738906686e-10,1
L,62,0.4453655875949522,0.015690217573355005,49,28.384921083010873,1.1736126364935449e-31,1
L,63,0.5823954733148093,0.012669121025913938,49,45.969682673608844,2.4032107819791955e-41,1
L,64,0.08320763384434897,0.005151375436622639,49,16.15250817340967,4.877373644810814e-21,1
L,65,0.055253676636771255,0.004525028327072228,49,12.210680827388622,2.478447230890558e-16,1
L,66,0.07644790488812603,0.0058634427102717155,49,13.038057787143176,2.1772590380691158e-17,1
L,67,0.07857260996221932,0.0042746701906475676,49,18.380975948536605,2.3022175028110024e-23,1
L,68,0.31340586386299524,0.015480048815302225,49,20.24579299473459,3.745986695212639e-25,1
L,69,0.0032514045428718706,0.002334713108996308,49,1.3926355792252556,0.17014768717101728,0
L,70,0.17229605082587218,0.007618742299049566,49,22.61476291793805,3.0315456913885344e-27,1
L,71,0.041183735064037795,0.004125151716610172,49,9.98356857960133,2.6729374177774727e-13,1
L,72,0.016274726514049084,0.002618480224563684,49,6.215332986431446,1.1746788366956888e-07,1
L,73,0.010674499404342591,0.0027411321990392615,49,3.8941935774144323,0.0003041341098652568,1
L,74,0.17398603655380251,0.01014226938873154,49,17.15454696432219,4.122319771085051e-22,1
L,75,0.02351387649002685,0.00336375107849482,49,6.990373526851047,7.607241422681113e-09,1
L,76,0.10374014277647016,0.005416131405160985,49,19.153919101301177,4.022195493513209e-24,1
L,77,0.11236870830960898,0.005358949470602466,49,20.968420942580043,8.227700018463869e-26,1
L,78,0.46287028323054386,0.013927047545673215,49,33.23534882124719,8.660153732359802e-35,1
L,79,0.01563396199984452,0.002758737578178056,49,5.66707109929956,8.05308888747561e-07,1
L,80,0.005428394583085954,0.002873922546371039,49,1.8888451221277691,0.06496270708790974,0
L,81,0.052450216440053085,0.004205429385666644,49,12.472024050342885,1.1387492695367075e-16,1
L,82,0.06016736188572587,0.004486466781742695,49,13.410856429511965,7.486887231798244e-18,1
L,83,0.08950179662152245,0.005398551300270153,49,16.578854519182514,1.6826885699757588e-21,1
L,84,0.11474730542344791,0.004362021544655145,49,26.305992358989975,3.640613369011979e-30,1
L,85,0.004021905492684979,0.0024023619775928214,49,1.674146331900802,0.10060676207444456,0
L,86,0.09138945821617295,0.0047437656306898385,49,19.265171454704245,3.1430593988819864e-24,1
L,87,0.0179442664919596,0.0030246339904193317,49,5.932706750237845,3.1761910245501385e-07,1
L,88,0.12678194856405525,0.004306895444886853,49,29.43696920123074,2.24525085997444e-32,1
L,89,0.028765259873264084,0.0038907789015533195,49,7.393187996825032,1.8400580793310324e-09,1
L,90,0.0379284752077162,0.003188024468356144,49,11.897171927062857,6.37365162645128e-16,1
L,91,0.022518579882397534,0.003370653889178215,49,6.680774894953007,2.27064780104801e-08,1
L,92,0.042568985209776165,0.005585120890717047,49,7.62185564873439,8.246424254560365e-10,1
L,93,0.20123792566832496,0.009578181939524899,49,21.010033734889237,7.549688969269117e-26,1
L,94,0.032476817210018424,0.00279606408096018,49,11.61519059279419,1.50679248183482e-15,1
L,95,0.0030914651367690564,0.00174192847501529,49,1.7747371267594216,0.08228304857475315,0
L,96,0.13213362723486632,0.006664716982860231,49,19.82584220375399,9.220889140732673e-25,1
L,97,0.04730980162449522,0.0033293382466328264,49,14.20997150780419,8.049226676578689e-19,1
L,98,0.06360196130605458,0.004850879476300561,49,13.111428889707135,1.7622465378494282e-17,1
L,99,0.017138682812116616,0.001946707089430374,49,8.803935068183046,1.3805766003273927e-11,1
L,100,0.020545778921646836,0.0026696643380028245,49,7.696015798382029,6.360489526222648e-10,1
L,101,0.1900202048174369,0.006902182414164087,49,27.530452459137152,4.6832951187798665e-31,1
L,102,0.11407764840760058,0.005650549221612343,49,20.18877173413054,4.229657953933672e-25,1
L,103,0.03518329864730462,0.003671473105748334,49,9.58288339147004,1.0027440326589317e-12,1
L,104,0.007153228379675251,0.002254183483254446,49,3.173312391300054,0.00262949717476656,1
L,105,0.10795997727910786,0.00552301718259345,49,19.547282528716117,1.6899866147890623e-24,1
L,106,0.04423816917542143,0.003511714015520901,49,12.597315436251286,7.867834784679009e-17,1
