subject,run,hemi,mode_k,beta,p,metric
sub-EN057,16,L,41,-0.6737075346836726,0.7769584962308173,path
sub-EN057,16,L,42,0.0252511650414859,0.5271289845855073,path
sub-EN057,16,L,43,0.0550398892114948,0.2168016075033217,path
sub-EN057,16,L,44,-0.0465630096805383,0.5727605005473483,path
sub-EN057,16,L,45,-0.0286329753329635,0.8537511653787093,path
sub-EN057,16,L,46,-0.2089785849743175,0.7820185305627606,path
sub-EN057,16,L,47,-0.0611948280880721,0.6092252086538932,path
sub-EN057,16,L,48,-1.1492988619438058,0.7546418517915271,path
sub-EN057,16,L,49,-0.0932009270662538,0.8107326726798125,path
sub-EN057,16,L,50,-0.0477144936708862,0.318469838746117,path
sub-EN057,16,L,51,-0.0766532998017643,0.6516038635215392,path
sub-EN057,16,L,52,-0.0230732014833218,0.7786549907496192,path
sub-EN057,16,L,53,-0.2974333927284748,0.696762189561303,path
sub-EN057,16,L,54,-0.1156149152434002,0.6731865370415246,path
sub-EN057,16,L,55,-0.0144109449944269,0.5514976595961956,path
sub-EN057,16,L,56,0.0224914962086275,0.7537184640939815,path
sub-EN057,16,L,57,-0.038041032253756,0.7255660426672256,path
sub-EN057,16,L,58,-0.0065161088972846,0.9636603996091366,path
sub-EN057,16,L,59,-0.0630738090882124,0.8373882822234076,path
sub-EN057,16,L,60,-0.1255440165343326,0.8079782648498389,path
sub-EN057,16,L,61,-0.0653499115990722,0.6900387733043689,path
sub-EN057,16,L,62,-0.1284765616407407,0.8038310156961161,path
sub-EN057,16,L,63,-0.3302640678324037,0.7496820621418289,path
sub-EN057,16,L,64,-0.0676656048306701,0.6676225492455972,path
sub-EN057,16,L,65,-0.0595480289747617,0.6250637479491951,path
sub-EN057,16,L,66,-0.0190470685212216,0.9092541775330087,path
sub-EN057,16,L,67,-0.0011144607267894,0.9933469564561352,path
sub-EN057,16,L,68,-0.2912170642733829,0.7658615749184168,path
sub-EN057,16,L,69,-0.0272859022860356,0.4954457087848598,path
sub-EN057,16,L,70,-0.1402546757200494,0.801606305390427,path
sub-EN057,16,L,71,-0.0694555341201983,0.7355572806412519,path
sub-EN057,16,L,72,-0.0438535853156263,0.1853406968692761,path
sub-EN057,16,L,73,0.0321285759832402,0.3525459627621768,path
sub-EN057,16,L,74,-0.1929813006193739,0.7417574224435546,path
sub-EN057,16,L,75,-0.1216535327699698,0.0169913343676856,path
sub-EN057,16,L,76,-0.1049387656982598,0.6620434398429076,path
sub-EN057,16,L,77,-0.129346712704566,0.6269667198443303,path
sub-EN057,16,L,78,-0.3239700412998891,0.7671066696016126,path
sub-EN057,16,L,79,-0.047130462652352,0.3995082216790292,path
sub-EN057,16,L,80,-0.0223716101292687,0.7023846537270614,path
sub-EN057,16,L,81,-0.0631726124065463,0.7036630997475639,path
sub-EN057,16,L,82,-0.0775329654444273,0.7870688094322915,path
sub-EN057,16,L,83,-0.057442827294136,0.8211194611638827,path
sub-EN057,16,L,84,-0.0575575538796256,0.725907880828704,path
sub-EN057,16,L,85,-0.0382014448042424,0.2618636775653662,path
sub-EN057,16,L,86,-0.0851771613798954,0.7449012533631073,path
sub-EN057,16,L,87,0.0114633914701654,0.3194499564710223,path
sub-EN057,16,L,88,-0.1262635529994593,0.673313640337301,path
sub-EN057,16,L,89,-0.0230658841572524,0.5342761846923758,path
sub-EN057,16,L,90,-0.0910759002611902,0.0442527269536912,path
sub-EN057,16,L,91,-0.0010161533458119,0.9612177518861554,path
sub-EN057,16,L,92,-0.0508343774612737,0.7010661104873412,path
