measure,pre_mean,pre_sem,post_mean,post_sem,post_minus_pre_mean,N,t,p
geom_entropy_prepost,1.0047328707217218,0.00445720130451724,0.9998215012221169,0.004575752842361168,-0.004911369499605046,1456,-0.8032235696662768,0.4219767158428037
id_prepost,2.646825884159249,0.008780327051975453,2.6290339018583144,0.009027416137782332,-0.017791982300934785,1456,-1.4627839604712194,0.14374247050719297
