transition_idx,prev_token_id,token_id,run_id,snt_prev,snt_cur,onset,word_prev,word_cur,same_run,boundary_flag,shift,entropy_prev,entropy_cur,entropy_change,id_prev,id_cur,id_change,pred_error_lin,pred_error_ar,pred_error_subspace,curvature
26,3,4,1,2,2,9.812, a, boa,1,0,0.4253816012683882,1.2597326678629956,1.317823461952759,-0.058090794089763254,3.1149564352661447,3.5291697200198295,-0.4142132847536848,0.4921834408224256,0.47801699321099644,0.8374424765732444,1.7544671346839507
27,4,5,1,2,2,10.176, boa, constrictor,1,0,0.41711560400138115,1.317823461952759,1.252476921166772,0.065346540785987,3.5291697200198295,3.22875694249754,0.30041277752228934,0.6444404478563943,0.35938918055302016,0.7699414175999375,2.0980016955432035
28,5,6,1,2,2,10.876, constrictor, swallowing,1,0,0.5395373053694954,1.252476921166772,1.3346821377124445,-0.08220521654567259,3.22875694249754,3.6129069305938164,-0.3841499880962762,0.6164257506315889,0.49743379458557246,0.8697463632659679,1.838524384583334
29,6,7,1,2,2,11.487, swallowing, a,1,0,0.44720481653639665,1.3346821377124445,1.31848237086771,0.016199766844734453,3.6129069305938164,3.549446103363619,0.0634608272301973,0.6816337486254513,0.3361686467179056,0.5080685247784124,2.136469838932886
30,7,8,1,2,2,11.592, a, wild,1,0,0.3475724616302158,1.31848237086771,1.2139858891967537,0.10449648167095638,3.549446103363619,2.943662054920144,0.6057840484434749,0.5158277117575087,0.31464971835236677,0.7192913119398295,1.9488888602278212
31,8,9,1,2,2,12.0, wild, animal,1,0,0.21926685484372854,1.2139858891967537,1.124951953633608,0.08903393556314576,2.943662054920144,2.4994941243444275,0.4441679305757167,0.3987517501823974,0.2122466680397952,0.5935126775029467,1.9390180248714273
32,9,1,1,2,3,13.144, animal, here,1,1,0.8721103378135573,1.124951953633608,1.031161946640407,0.09379000699320095,2.4994941243444275,2.2479116678916697,0.2515824564527578,0.9319484645099712,0.8264096267689858,1.1609677753687713,1.8653720463074388
33,1,2,1,3,3,13.344, here, is,1,0,0.38878935280361593,1.031161946640407,1.1827420263287742,-0.1515800796883673,2.2479116678916697,2.8690273965060946,-0.6211157286144249,0.5555097570347995,0.3880778028710302,0.743051631498381,2.0545205500785597
34,2,3,1,3,3,13.469, is, a,1,0,0.14842170738795757,1.1827420263287742,1.2136688226426997,-0.030926796313925475,2.8690273965060946,2.926658638962244,-0.05763124245614959,0.27986272808622403,0.1721770572808884,0.4879931162474334,1.7576256096913085
35,3,4,1,3,3,13.509, a, copy,1,0,0.25123630742817726,1.2136688226426997,1.2889734172410403,-0.0753045945983406,2.926658638962244,3.3562985743160314,-0.4296399353537872,0.34124356541832657,0.26907101353920315,0.6725432944927721,1.7413829381940815
36,4,5,1,3,3,13.9, copy, of,1,0,0.26026668441825174,1.2889734172410403,1.238382797139366,0.050590620101674366,3.3562985743160314,3.024193525969329,0.3321050483467025,0.5003836897305508,0.19369738829881133,0.5812482768682489,2.1584367917281395
37,5,6,1,3,3,13.999, of, the,1,0,0.2171561301531929,1.238382797139366,1.2002790603054998,0.03810373683386614,3.024193525969329,2.89841602773662,0.12577749823270867,0.36105789193130144,0.20822577194400793,0.6007472098512806,1.8483475532879594
38,6,7,1,3,3,14.079, the, drawing,1,0,0.5376510555346163,1.2002790603054998,1.1898872173654227,0.010391842940077112,2.89841602773662,2.8537126101916637,0.04470341754495655,0.6547852953039094,0.4817219150652631,0.9151433471542781,1.8794626000701968
39,7,1,1,3,4,15.86, drawing, it,1,1,0.7275266897438758,1.1898872173654227,1.2752728534475228,-0.08538563608210015,2.8537126101916637,3.244707716354299,-0.39099510616263533,0.8353912576429312,0.7128191840285893,1.0957361355812587,1.997722435199622
40,1,2,1,4,4,16.023, it, said,1,0,0.3686315888695244,1.2752728534475228,1.2356555637446418,0.03961728970288103,3.244707716354299,3.06050833610417,0.18419938025012916,0.4836243231296171,0.3729333064993806,0.7375294218788845,1.9030322573833467
41,2,3,1,4,4,16.264, said, in,1,0,0.3553595236809627,1.2356555637446418,1.3129422371879427,-0.07728667344330087,3.06050833610417,3.486852980468439,-0.42634464436426933,0.5170061970481343,0.33574085112608965,0.6998249930742518,1.9285712569594042
42,3,4,1,4,4,16.365, in, the,1,0,0.20324511393512634,1.3129422371879427,1.2789351562179294,0.03400708097001326,3.486852980468439,3.2807119319659437,0.20614104850249548,0.3905232906095376,0.1932473852183617,0.5059852352360563,1.9595098930614219
43,4,5,1,4,4,16.437, the, book,1,0,0.3037585973119189,1.2789351562179294,1.2371310189971645,0.041804137220764925,3.2807119319659437,3.0500982491612474,0.2306136828046963,0.45207451895681217,0.2785532184820848,0.6766487523810374,1.9022673928173628
44,5,6,1,4,4,17.219, book, boa,1,0,0.5488075609755734,1.2371310189971645,1.3034684202072906,-0.0663374012101261,3.0500982491612474,3.426063616158692,-0.37596536699744476,0.6812076436699912,0.5233628273235111,0.9450338098238713,1.9214293760164567
