boundary_idx,run_id,prev_sentence_id,cur_sentence_id,boundary_onset,pre_window_size,post_window_size,pre_entropy,post_entropy,pre_id,post_id,entropy_post_minus_pre,id_post_minus_pre
4534,3,382,383,481.037,4,4,1.0345384549515217,1.007276052389252,2.66717841080377,2.515744762428308,-0.02726240256226964,-0.15143364837546214
4543,3,383,384,484.394,4,4,1.0633281477904288,1.043858097028899,2.8136124056399243,2.6979505739472707,-0.019470050761529745,-0.11566183169265365
4559,3,384,385,489.705,4,4,1.051989045584665,1.0574897722627357,2.7538887987358547,2.7725379617640113,0.0055007266780706665,0.018649163028156668
4579,3,385,386,496.725,4,4,0.9968509297105421,1.0614261226544515,2.464916784166829,2.799796110747232,0.06457519294390934,0.3348793265804031
4583,3,386,387,499.148,4,4,1.0614261226544515,1.0309757413148095,2.799796110747232,2.6427278648022448,-0.030450381339641952,-0.15706824594498725
4590,3,387,388,501.531,4,4,1.054141048297896,1.0834149486636044,2.7518206051917558,2.9140545473059944,0.02927390036570854,0.1622339421142387
4603,3,388,389,505.264,4,4,1.079397205940757,1.056289007679883,2.8895665437559592,2.7714233866071045,-0.02310819826087407,-0.1181431571488547
4611,3,389,390,508.287,4,4,1.0792524901197211,0.9934646605846053,2.8915801921656192,2.480453211427106,-0.08578782953511588,-0.4111269807385134
4617,3,390,391,510.29,4,4,1.023032577666089,1.0759346711724316,2.590405686547915,2.876501972592493,0.05290209350634267,0.28609628604457793
4626,3,391,392,513.818,4,4,1.0790032939954348,1.0659008244873682,2.882978673564751,2.8198014277968078,-0.013102469508066594,-0.06317724576794337
4630,3,392,393,516.12,4,4,1.0659008244873682,1.017457722599082,2.8198014277968078,2.602410089825914,-0.048443101888286266,-0.2173913379708936
4641,3,393,394,519.665,4,4,1.0489159623034308,1.0463245781714516,2.7281323987419484,2.7256250565395,-0.002591384131979124,-0.002507342202448193
4659,3,394,395,525.586,4,4,1.079339592447304,1.0370882261861905,2.8882723218641804,2.654452066370553,-0.04225136626111348,-0.23382025549362728
4672,3,395,396,530.263,4,4,1.0152083898641509,1.0369879074512163,2.597036613407627,2.659316943417292,0.021779517587065422,0.06228033000966482
4679,3,396,397,533.316,4,4,1.0316818981673364,1.0637424888610014,2.629624410611891,2.8020889436207357,0.03206059069366507,0.1724645330088448
4684,3,397,398,535.301,4,4,1.0863522979076459,1.0375120819809922,2.926023818237191,2.668537350734861,-0.04884021592665366,-0.2574864675023303
4695,3,398,399,538.583,4,4,1.0503702615902661,1.0322277306337515,2.729586444016904,2.6289166498894683,-0.018142530956514635,-0.10066979412743571
4718,3,399,400,546.938,4,4,0.9979899777307679,1.043132396753597,2.5037774526373457,2.721979905183271,0.04514241902282912,0.2182024525459254
4732,3,400,401,552.966,4,4,1.072757230526372,0.8663325310284575,2.860536011892307,1.997442061843385,-0.20642469949791442,-0.8630939500489219
4740,3,401,402,556.284,4,4,1.060532382765587,1.0902098497629622,2.796864414924888,2.9517516145597247,0.029677466997375168,0.15488719963483666
4754,3,402,403,560.922,4,4,1.0633047970253957,1.0722002898066036,2.8017041715171507,2.852071963351024,0.008895492781207937,0.05036779183387319
4764,3,403,404,564.164,4,4,1.0831583141677061,1.0945810501516515,2.912563185497354,2.975742608941785,0.011422735983945387,0.06317942344443095
4782,3,404,405,570.235,4,4,0.9966652297116501,1.0184066045338853,2.5226438822076096,2.576274741635857,0.02174137482223526,0.0536308594282473
4788,3,405,406,572.438,4,4,1.0405025749222059,1.0191726439349855,2.679477200946467,2.6018124690287583,-0.021329930987220358,-0.07766473191770862
4799,3,406,407,577.176,4,4,1.0504403847319126,1.0709186352417084,2.723019717995577,2.8374447729745382,0.020478250509795792,0.11442505497896116
4822,3,407,408,585.72,4,4,1.0808783472557892,1.077795353036823,2.9014008636131967,2.886068240073482,-0.003082994218966295,-0.015332623539714874
4833,3,408,409,590.015,4,4,0.9313822241731445,1.082599024829419,2.318279950803617,2.903911330666673,0.15121680065627452,0.5856313798630559
4837,3,409,410,592.502,4,4,1.082599024829419,1.0862622591338593,2.903911330666673,2.9281425487890838,0.003663234304440266,0.02423121812241069
4849,3,410,411,596.972,4,3,1.0440165196968045,0.6760929232547315,2.730191072870956,1.934396545343947,-0.36792359644207306,-0.7957945275270091
4852,3,411,412,598.017,3,3,0.6760929232547315,0.6912620223166406,1.934396545343947,1.9924923949036153,0.015169099061909108,0.0580958495596684
4855,3,412,413,599.485,3,4,0.6912620223166406,1.0720166328419183,1.9924923949036153,2.8438239695089353,0.3807546105252777,0.85133157460532
4859,3,413,414,601.184,4,4,1.0720166328419183,0.9439173111510941,2.8438239695089353,2.3486178162438893,-0.12809932169082416,-0.495206153265046
4863,3,414,415,603.091,4,4,0.9439173111510941,1.003016631272265,2.3486178162438893,2.50185015670813,0.05909932012117092,0.15323234046424083
4871,3,415,416,606.384,4,4,1.0771433437351123,0.9234879521352879,2.8809111412676516,2.216227204225264,-0.15365539159982444,-0.6646839370423874
4882,3,416,417,610.441,4,4,1.067055631979231,1.0054779913729441,2.827569917864391,2.569738837792497,-0.0615776406062869,-0.25783108007189437
4889,3,417,418,614.418,4,4,1.0506452989832695,1.0834746185209085,2.750627988449489,2.909550647064217,0.03282931953763901,0.1589226586147281
4894,3,418,419,615.972,4,4,1.0917092493752019,1.0822233814601387,2.9590457535028265,2.90381595142229,-0.009485867915063118,-0.055229802080536405
4899,3,419,420,617.88,4,4,1.0870921568803522,1.0520031115004904,2.9331291907684047,2.750585452900687,-0.035089045379861794,-0.18254373786771794
4908,3,420,421,619.958,4,4,1.0655157988272577,1.0499717365328234,2.8247648288696294,2.7225218004169265,-0.01554406229443428,-0.10224302845270294
4913,3,421,422,621.722,4,4,1.0566215976141409,1.0710226578064774,2.7575243017898394,2.8454656652273083,0.014401060192336557,0.08794136343746883
4923,3,422,423,624.41,4,4,1.094491011235778,0.9439173868445789,2.975734497174087,2.348618158703032,-0.15057362439119903,-0.6271163384710547
4927,3,423,424,625.933,4,4,0.9439173868445789,1.0715912150661047,2.348618158703032,2.847622449931275,0.12767382822152573,0.49900429122824264
4931,3,424,425,627.122,4,4,1.0715912150661047,0.999077786933503,2.847622449931275,2.555371987371713,-0.07251342813260164,-0.2922504625595619
4937,3,425,426,628.955,4,3,1.0876992992535879,0.6601027974147734,2.9377780225403045,1.877304026807415,-0.4275965018388145,-1.0604739957328895
4940,3,426,427,630.393,3,4,0.6601027974147734,1.0561065443239748,1.877304026807415,2.7763735921245027,0.39600374690920137,0.8990695653170877
4947,3,427,428,632.512,4,4,1.055401044881634,1.0750369092840562,2.778101171417328,2.8609404966629555,0.019635864402422154,0.08283932524562765
4955,3,428,429,634.79,4,4,1.0797932850962966,0.9855264180172429,2.894679614590064,2.4403602790701036,-0.09426686707905363,-0.4543193355199606
4959,3,429,430,636.303,4,3,0.9855264180172429,0.6739171026324825,2.4403602790701036,1.9263870008776158,-0.31160931538476044,-0.5139732781924877
4962,3,430,431,637.937,3,4,0.6739171026324825,1.0500233091918942,1.9263870008776158,2.7207370578595116,0.37610620655941174,0.7943500569818958
4980,3,431,432,643.358,4,4,1.0260651791399182,0.997966361562179,2.640398607930416,2.5189083397341965,-0.028098817577739243,-0.12149026819621955
4996,3,432,433,648.858,4,4,1.0159005249720663,1.010346782104748,2.5527638014889376,2.5412646249711934,-0.005553742867318245,-0.011499176517744125
5001,3,433,434,650.601,4,4,1.05256286769951,0.9897321615448851,2.748643593037846,2.4558276955348384,-0.06283070615462494,-0.2928158975030075
5014,3,434,435,654.794,4,4,1.0458736909257131,1.068334578510723,2.7084483366443557,2.8302975804493995,0.02246088758500986,0.1218492438050438
5018,3,435,436,656.817,4,4,1.068334578510723,1.070226529727961,2.8302975804493995,2.8444942345504245,0.0018919512172379527,0.014196654101024997
5025,3,436,437,660.405,4,4,1.093776103179269,0.9862547511826141,2.970672381519571,2.449370770688093,-0.10752135199665491,-0.5213016108314781
5033,3,437,438,663.163,4,3,1.0943802576315833,0.6871899611642078,2.9744198772559667,1.9764979355167258,-0.4071902964673755,-0.9979219417392409
5036,3,438,439,664.202,3,4,0.6871899611642078,1.039402817275378,1.9764979355167258,2.674816873124574,0.35221285611117015,0.698318937607848
5041,3,439,440,665.659,4,2,1.0536509869035264,-0.0,2.7453801461747043,1.0,-1.0536509869035264,-1.7453801461747043
5043,3,440,441,667.02,2,4,-0.0,1.0175241450618233,1.0,2.624233386497871,1.0175241450618233,1.6242333864978709
5053,3,441,442,669.718,4,4,1.063598848191614,0.9783954662465177,2.813196830344029,2.430784016465168,-0.08520338194509636,-0.38241281387886117
5075,4,443,444,9.86,4,4,0.9777258312518102,1.0506981446988102,2.3966545433011697,2.7349593798575182,0.07297231344699995,0.3383048365563486
5084,4,444,445,13.532,4,4,1.077631906690117,1.0585878407138383,2.87854905339976,2.776697039789837,-0.019044065976278723,-0.10185201360992302
5092,4,445,446,16.704,4,4,1.0068670205149943,1.0155675643051167,2.579150396473165,2.588232583791485,0.008700543790122417,0.009082187318320223
5108,4,446,447,23.03,4,4,1.0164474381918913,1.085090581709801,2.5830833139012457,2.920267109229051,0.06864314351790979,0.3371837953278054
5124,4,447,448,28.296,4,4,0.9311196581881018,1.0234917996402295,2.2449639167049096,2.604001511979059,0.09237214145212769,0.35903759527414936
5142,4,448,449,34.061,4,4,1.0576465254572414,1.047258401425799,2.7832917884215997,2.739633297339595,-0.010388124031442292,-0.04365849108200459
5155,4,449,450,38.503,4,4,0.9728012154442147,1.0479769777065233,2.365852869929203,2.7131436666971194,0.0751757622623086,0.3472907967679162
5161,4,450,451,41.156,4,4,1.0166618704234047,0.967090572615589,2.5746047917060775,2.3595250970809825,-0.04957129780781577,-0.21507969462509502
5182,4,451,452,48.4,4,4,1.0592152505277297,1.0813438085227554,2.793636895705191,2.9017489529603577,0.022128557995025666,0.1081120572551666
5216,4,452,453,60.618,4,4,1.0479107361570694,1.036221318434226,2.7411999318699487,2.6544641236395785,-0.011689417722843487,-0.08673580823037019
5229,4,453,454,63.892,4,4,0.9980629366665357,1.0396430328384458,2.4896399234398006,2.6679603191146524,0.041580096171910164,0.1783203956748518
5240,4,454,455,67.473,4,4,1.0076770282594085,0.9807993399751844,2.5748672634661363,2.4745445673204087,-0.0268776882842241,-0.10032269614572753
5251,4,455,456,72.015,4,4,1.0749732335496607,0.9838531865148281,2.865198065749211,2.409374505707986,-0.09112004703483256,-0.45582356004122504
5263,4,456,457,75.183,4,4,0.9792672664444548,1.0530503940061262,2.4201802993323716,2.7404909439637506,0.07378312756167138,0.32031064463137904
5273,4,457,458,78.866,4,4,1.0593793446556643,0.9483451097579135,2.786983603121963,2.323408136192639,-0.11103423489775077,-0.4635754669293237
5281,4,458,459,81.215,4,4,1.0646025105237684,1.0787285390207728,2.8099800973828066,2.890992354705888,0.014126028497004395,0.08101225732308137
5288,4,459,460,84.038,4,4,1.0746448351371842,1.077844316324051,2.865677918633385,2.880303392419468,0.0031994811868667483,0.014625473786082921
5292,4,460,461,85.152,4,4,1.077844316324051,1.0561501798433826,2.880303392419468,2.7699117906341044,-0.021694136480668424,-0.11039160178536367
5296,4,461,462,86.625,4,3,1.0561501798433826,0.6931384165561165,2.7699117906341044,1.999964944701543,-0.36301176328726603,-0.7699468459325614
5299,4,462,463,88.139,3,4,0.6931384165561165,1.0556247660413591,1.999964944701543,2.7594150685892855,0.3624863494852426,0.7594501238877425
5309,4,463,464,91.391,4,4,0.9987921617620961,0.7847344599295583,2.4875451422395507,1.8286184403297492,-0.2140577018325378,-0.6589267019098015
5325,4,464,465,100.131,4,4,1.0789202378782607,1.0599901378340217,2.8921482491299466,2.79119364305879,-0.018930100044239007,-0.10095460607115658
5332,4,465,466,102.684,4,4,1.0522623223697318,1.0762592672077758,2.7458421535655098,2.8776940911516373,0.023996944838043932,0.13185193758612757
5342,4,466,467,106.887,4,4,1.0909069391800121,0.9896760010257268,2.954616717655079,2.4986908050035854,-0.1012309381542853,-0.4559259126514936
5347,4,467,468,109.101,4,4,0.9995715789995256,0.9519622943740917,2.535687316855739,2.3832615739342855,-0.0476092846254339,-0.15242574292145328
5363,4,468,469,116.12,4,4,1.0416819818488792,1.0600217017611702,2.699362020401783,2.7856521295637626,0.018339719912290997,0.08629010916197943
5399,4,469,470,126.778,4,4,1.04974894953981,1.0144380291597537,2.7484330841542524,2.5482549165585584,-0.03531092038005634,-0.20017816759569396
5404,4,470,471,128.905,4,4,1.032901127187442,1.0002639108193445,2.6757678190589647,2.5408478281233604,-0.032637216368097466,-0.13491999093560425
5413,4,471,472,132.767,4,4,1.0707840060642746,1.056724947394658,2.8433027470984538,2.767218651037475,-0.014059058669616542,-0.07608409606097855
5432,4,472,473,139.657,4,4,1.042622734492526,1.0360807711008806,2.698515683224533,2.652290335140692,-0.006541963391645478,-0.046225348083841045
5442,4,473,474,143.549,4,4,0.9864506958945645,1.0608277979767864,2.4828768766236315,2.7876367439350425,0.07437710208222192,0.3047598673114109
5449,4,474,475,147.266,4,4,1.0817842669840918,1.0084920298765934,2.9045840673134484,2.552322934310012,-0.07329223710749844,-0.35226113300343664
5460,4,475,476,151.972,4,4,1.0618576446297636,1.0611662335435772,2.7904180958364786,2.7863304942417226,-0.000691411086186422,-0.004087601594755963
5473,4,476,477,155.879,4,4,1.0498974379384056,1.0427155541581519,2.733049241621834,2.6958920876677777,-0.0071818837802537505,-0.03715715395405628
5479,4,477,478,158.656,4,4,1.0147994512500198,1.0707774678626392,2.5914369388542466,2.8424878678549463,0.05597801661261936,0.2510509290006997
5488,4,478,479,163.043,4,4,1.032628801835079,1.0766675842325386,2.665543311955129,2.871000294272853,0.04403878239745951,0.20545698231772436
5506,4,479,480,170.757,4,4,1.0470260309771482,1.0256857729322515,2.7091759993417583,2.6470860028337073,-0.0213402580448967,-0.062089996508051026
5513,4,480,481,173.83,4,4,1.0119766707259763,1.013465232067801,2.574130979751595,2.594858788312117,0.0014885613418247345,0.020727808560521588
5519,4,481,482,176.387,4,4,1.047295376379029,1.0573927959551614,2.729698479941839,2.777321155360502,0.010097419576132527,0.04762267541866283
5530,4,482,483,181.044,4,4,0.9718189501285476,1.0492137638470092,2.406991068042858,2.750199328750552,0.07739481371846157,0.34320826070769384
5535,4,483,484,183.003,4,4,1.0841099253168422,1.046743505543223,2.9166736391521964,2.712618847461236,-0.03736641977361921,-0.20405479169096052
5540,4,484,485,184.871,4,3,1.0584831970286408,0.6898189938702902,2.787201477905294,1.9867898629209784,-0.3686642031583506,-0.8004116149843157
5543,4,485,486,186.819,3,4,0.6898189938702902,0.9566463594530973,1.9867898629209784,2.3993950253316867,0.26682736558280706,0.4126051624107083
5548,4,486,487,189.771,4,4,0.9892664628299798,1.0449780374483384,2.515946810621238,2.700899210991213,0.05571157461835863,0.18495240036997496
5556,4,487,488,192.844,4,4,1.0658582739302587,1.0527842410095285,2.8184303754304185,2.742628112142579,-0.013074032920730172,-0.07580226328783946
5595,4,488,489,205.487,4,4,1.0554136409670183,1.0833528141170372,2.7509633177920243,2.9140961979939006,0.027939173150018926,0.16313288020187633
5620,4,489,490,213.865,4,4,1.038585115969982,1.0733418427344465,2.686545850414198,2.85303937680086,0.03475672676446462,0.16649352638666226
5627,4,490,491,215.889,4,4,1.0266377205220651,1.0959323870042463,2.6166930494369276,2.983978104045754,0.06929466648218119,0.3672850546088262
5631,4,491,492,217.038,4,4,1.0959323870042463,1.0131932394412626,2.983978104045754,2.579303791014846,-0.08273914756298373,-0.40467431303090784
5636,4,492,493,219.135,4,4,1.0316442743258547,1.0878944014724283,2.649541314335496,2.9375257139100888,0.056250127146573625,0.28798439957459276
5685,4,493,494,232.482,4,4,1.024920552615297,1.0761252396660461,2.5933293143623413,2.876144938941974,0.05120468705074921,0.2828156245796327
5691,4,494,495,235.314,4,4,1.0370663396390574,1.0160336324043255,2.669371745975151,2.5948099502987563,-0.02103270723473183,-0.07456179567639465
5703,4,495,496,240.145,4,4,1.08605008701343,1.0451177925701387,2.9283514434583897,2.694670018548249,-0.04093229444329127,-0.23368142491014066
5707,4,496,497,241.509,4,4,1.0451177925701387,0.9466929812630538,2.694670018548249,2.333111282118919,-0.09842481130708491,-0.36155873642933
5714,4,497,498,245.126,4,4,1.0241826328496,1.0858280503787543,2.5967677621319467,2.9275630995680872,0.06164541752915431,0.33079533743614054
5733,4,498,499,250.887,4,4,1.0041128240721924,1.0371977177771161,2.5499367427453534,2.676729067052923,0.033084893704923735,0.1267923243075697
5745,4,499,500,255.154,4,4,1.0907660954282734,1.060498157149924,2.952856168355354,2.789616050340159,-0.030267938278349504,-0.163240118015195
5763,4,500,501,261.21,4,4,1.0560692812126742,1.0872350051257302,2.760614049663873,2.932817959052202,0.031165723913056054,0.1722039093883292
5768,4,501,502,262.594,4,4,1.0442370329370134,1.0360893037259515,2.6978459638221155,2.655428389156638,-0.008147729211061883,-0.04241757466547735
5786,4,502,503,269.514,4,4,1.0667254349546393,1.022937140152143,2.8163466235830277,2.607004300187408,-0.04378829480249635,-0.20934232339561953
5794,4,503,504,272.507,4,4,1.0212746894595792,0.8134689379447693,2.6006825618094447,1.953043259243116,-0.20780575151480996,-0.6476393025663287
5804,4,504,505,277.963,4,4,1.0676690099207273,0.7818091673537975,2.8202011238082325,1.7899662312185713,-0.28585984256692987,-1.0302348925896612
5821,4,505,506,287.794,4,4,1.092027596903864,1.0576700862096846,2.9619920148992924,2.770523704932648,-0.03435751069417936,-0.19146830996664432
5830,4,506,507,290.922,4,4,1.0500319260588935,0.9900819659167688,2.7480488995127543,2.437383375837152,-0.059949960142124725,-0.3106655236756022
5834,4,507,508,292.746,4,4,0.9900819659167688,1.0653871251966365,2.437383375837152,2.81922931015777,0.0753051592798677,0.381845934320618
5849,4,508,509,298.727,4,4,1.0320097036218865,1.0194633015272025,2.630235761745002,2.5876338429843226,-0.01254640209468394,-0.042601918760679425
5856,4,509,510,300.401,4,4,1.0344240222066636,1.0504368071375532,2.6627686973599465,2.7456616028453085,0.016012784930889534,0.08289290548536199
5861,4,510,511,301.566,4,4,1.050285456607568,1.0128104053609037,2.7563163663660464,2.541517914772432,-0.03747505124666417,-0.21479845159361455
5865,4,511,512,302.903,4,4,1.0128104053609037,1.053865377177254,2.541517914772432,2.754253065003111,0.041054971816350205,0.21273515023067935
5879,4,512,513,307.015,4,3,1.0386532108262,0.674471596111387,2.6735999978690064,1.9284207529964779,-0.36418161471481314,-0.7451792448725285
5882,4,513,514,307.804,3,4,0.674471596111387,1.0748132938704584,1.9284207529964779,2.8637021372434917,0.40034169775907147,0.9352813842470138
5888,4,514,515,309.483,4,3,1.0648281730721567,0.6911159171154982,2.8124969598157477,1.9919132793588643,-0.37371225595665847,-0.8205836804568833
5891,4,515,516,311.006,3,4,0.6911159171154982,0.9825294015198375,1.9919132793588643,2.49456906924623,0.29141348440433923,0.5026557898873656
5895,4,516,517,314.313,4,4,0.9825294015198375,1.068928864205515,2.49456906924623,2.831842435455729,0.08639946268567755,0.3372733662094989
5902,4,517,518,316.686,4,4,1.064087172309355,0.998622805080351,2.7975348519911005,2.5394173037981433,-0.06546436722900406,-0.2581175481929572
5907,4,518,519,317.94,4,4,1.0060815211414718,1.0745903213454087,2.55321872050298,2.8674690492979042,0.0685088002039369,0.3142503287949241
5912,4,519,520,318.805,4,4,1.0968250589275699,0.9824299817593364,2.9893262150283078,2.405813132806878,-0.1143950771682335,-0.5835130822214296
5923,4,520,521,322.471,4,4,1.0534919396269462,1.0406890844769943,2.7401963724537977,2.7081682332180645,-0.012802855149951942,-0.03202813923573311
5927,4,521,522,323.516,4,4,1.0406890844769943,1.0010711885791528,2.7081682332180645,2.5325471724495787,-0.03961789589784148,-0.17562106076848583
5940,4,522,523,327.023,4,4,1.0578993348517793,1.0894716724008637,2.7746787512888487,2.9451839062458434,0.031572337549084395,0.1705051549569947
5965,4,523,524,333.724,4,4,0.9654439698963639,1.0483064806701152,2.447317248085614,2.7248124610859645,0.08286251077375129,0.27749521300035074
5971,4,524,525,335.786,4,4,1.0392369517284263,1.0881442292574566,2.669406110989828,2.936968058807294,0.048907277529030235,0.267561947817466
5976,4,525,526,337.591,4,3,1.083354571189532,0.6278336381578172,2.9136080969117746,1.773431060222158,-0.4555209330317148,-1.1401770366896167
5979,4,526,527,338.72,3,4,0.6278336381578172,1.0657080136143835,1.773431060222158,2.8213110959523195,0.43787437545656627,1.0478800357301616
5987,4,527,528,341.332,4,4,1.0561084502474616,0.9817909652536154,2.7604535510142827,2.4323435338514776,-0.07431748499384616,-0.3281100171628051
6000,4,528,529,345.54,4,4,1.0764373520417854,1.0684188070356513,2.8737230805943974,2.8236771404569225,-0.008018545006134081,-0.050045940137474876
6012,4,529,530,350.132,4,4,1.0551643396449386,1.0583319522574617,2.751913196922465,2.769554983023087,0.003167612612523074,0.017641786100621726
6017,4,530,531,352.161,4,4,1.0543517022604196,1.0569877421373444,2.7506883302331118,2.7835089908326274,0.002636039876924734,0.032820660599515605
6023,4,531,532,354.624,4,4,1.0803616036793464,1.0059960445736698,2.8938377786182357,2.584081147211847,-0.07436555910567666,-0.30975663140638865
6030,4,532,533,356.547,4,4,1.0807651214205196,0.800954208418462,2.8968215753188016,1.9086688975708954,-0.2798109130020576,-0.9881526777479062
6035,4,533,534,359.499,4,4,1.0537520504484486,0.9999339478161522,2.759283868501844,2.4981531902537517,-0.05381810263229636,-0.26113067824809244
6049,4,534,535,363.159,4,4,1.046017242692253,1.0395480774352175,2.714237722467102,2.680360988316377,-0.006469165257035447,-0.033876734150724896
6054,4,535,536,364.676,4,4,1.0757316528326628,1.0701068884507672,2.8671111593897334,2.836635360785719,-0.0056247643818956305,-0.030475798604014503
6060,4,536,537,366.23,4,4,1.0460216412800332,0.8595771572075908,2.735395598194184,2.188249308934647,-0.1864444840724424,-0.5471462892595369
6078,4,537,538,371.931,4,4,1.0815968187551015,1.0769077934467162,2.9004182572046004,2.874178372310075,-0.004689025308385331,-0.026239884894525556
6089,4,538,539,374.848,4,4,1.0845631707964687,1.089515748219186,2.9157567533060615,2.9463577417775224,0.004952577422717264,0.030600988471460866
6095,4,539,540,376.698,4,4,1.0720300786619412,1.0605305633003965,2.846473761639279,2.778626993593625,-0.011499515361544699,-0.0678467680456536
6108,4,540,541,381.729,4,4,1.0706366682900263,1.087763053719101,2.8464830338385996,2.9353108563101005,0.01712638542907463,0.0888278224715009
6118,4,541,542,384.062,4,4,1.0436488811193847,1.0858333528338182,2.7201237967342444,2.924501429075438,0.042184471714433514,0.20437763234119366
6122,4,542,543,386.005,4,4,1.0858333528338182,1.039359841329154,2.924501429075438,2.6731727792330875,-0.04647351150466417,-0.2513286498423506
6139,4,543,544,392.091,4,4,1.039775358181321,1.0795127568988327,2.6873776583096394,2.8934379966775396,0.03973739871751181,0.20606033836790028
6157,4,544,545,397.832,4,4,1.0671754719693824,1.0480022370627657,2.827848397190607,2.736488176511554,-0.01917323490661671,-0.09136022067905314
6171,4,545,546,402.429,4,4,1.082888274475271,1.0041314399513777,2.9085014280002817,2.509990779368829,-0.07875683452389337,-0.39851064863145247
6179,4,546,547,406.16,4,4,1.0430412698463223,1.0784456685305115,2.712756852019781,2.8814138346354503,0.03540439868418921,0.1686569826156692
6198,4,547,548,413.809,4,4,1.0648434808746998,1.0914798210679177,2.8019860448917013,2.9571458967771784,0.026636340193217922,0.1551598518854771
6203,4,548,549,415.468,4,4,1.0631366376283213,1.0797414902413012,2.791920712023284,2.8896489288508977,0.016604852612979837,0.09772821682761368
6208,4,549,550,417.806,4,4,1.083349782686751,0.9370805196835612,2.9095037442996596,2.2764309535513134,-0.14626926300318988,-0.6330727907483462
6215,4,550,551,421.263,4,4,1.0732768967002406,1.002655930522167,2.8627592706541676,2.558218563368145,-0.07062096617807367,-0.30454070728602245
6220,4,551,552,423.477,4,4,0.9957905973868237,1.0733365068562346,2.54600097507309,2.853628200536131,0.07754590946941087,0.3076272254630408
6232,4,552,553,427.811,4,4,1.055792479371703,1.092828987631143,2.7611899648837523,2.966256461548417,0.03703650825943994,0.20506649666466448
6241,4,553,554,431.468,4,4,0.9817370155174223,1.0623553462044126,2.483404694917501,2.792226595184749,0.08061833068699031,0.3088219002672479
6262,4,554,555,439.029,4,4,1.0443574729520937,1.0283661257987848,2.7130310617836093,2.6213724911302356,-0.015991347153308855,-0.09165857065337368
6271,4,555,556,443.626,4,4,1.0812236601007115,1.0635612104640968,2.898901872395475,2.7946843694568373,-0.017662449636614674,-0.10421750293863763
6277,4,556,557,445.854,4,4,1.0519634275598468,0.996645670529682,2.736208143917015,2.495889823680565,-0.05531775703016484,-0.24031832023645006
6282,4,557,558,447.392,4,4,1.0304769661484594,1.0087799976831129,2.6535434687457826,2.5305376953520917,-0.021696968465346522,-0.1230057733936909
6286,4,558,559,448.547,4,4,1.0087799976831129,1.0494305101090387,2.5305376953520917,2.742392446316008,0.04065051242592577,0.21185475096391615
6290,4,559,560,450.096,4,4,1.0494305101090387,1.0101038074980977,2.742392446316008,2.5229859535377988,-0.039326702610940956,-0.21940649277820912
6300,4,560,561,453.069,4,4,1.0780905564772933,1.01891083736825,2.881364917795571,2.596672863396257,-0.059179719109043294,-0.2846920543993141
6307,4,561,562,456.636,4,4,1.041125859440625,1.0686464907499238,2.6943888882565967,2.8279679395600423,0.027520631309298826,0.1335790513034456
6317,4,562,563,460.489,4,4,0.9950023343097223,1.0755070423486992,2.5042538538011385,2.8661034624932773,0.08050470803897691,0.3618496086921388
6324,4,563,564,462.508,4,4,1.0717273341140088,1.0304684817093184,2.850343380015993,2.6401784284245164,-0.041258852404690405,-0.21016495159147652
6328,4,564,565,464.695,4,4,1.0304684817093184,1.0686647055700516,2.6401784284245164,2.841047329401094,0.03819622386073318,0.2008689009765776
6338,4,565,566,468.023,4,4,1.07941682443311,1.0699360692492441,2.892780567620279,2.846113185913774,-0.009480755183865819,-0.04666738170650486
6348,4,566,567,472.17,4,4,0.9742726076612935,1.0755404407209808,2.420419352883017,2.8667087635040622,0.10126783305968723,0.4462894106210453
6358,4,567,568,474.609,4,4,1.0267494626364948,1.077338688673849,2.640909810362991,2.8818460829904122,0.05058922603735416,0.24093627262742112
6376,4,568,569,480.311,4,4,1.0883600281811,1.0687344106096535,2.939800806803856,2.83811796173093,-0.01962561757144643,-0.10168284507292613
6386,4,569,570,484.128,4,4,0.9702908373962388,1.017082793990286,2.451850209517871,2.58832262524984,0.046791956594047224,0.13647241573196922
6403,4,570,571,490.733,4,4,1.04051085809302,1.0785547941647173,2.691195672490433,2.8894270051196305,0.038043936071697315,0.19823133262919734
6416,4,571,572,495.509,4,4,1.0839225495332518,1.0548337240135661,2.914640120577473,2.7572597850769305,-0.029088825519685724,-0.1573803355005423
6424,4,572,573,497.883,4,4,1.0070284492296138,1.0553676184742518,2.563342898652523,2.769738605056118,0.04833916924463799,0.20639570640359484
6431,4,573,574,500.871,4,4,1.0406470290005518,1.074353392581934,2.6983846460775673,2.8639786379932937,0.033706363581382126,0.16559399191572632
6438,4,574,575,503.059,4,4,1.0760336069138077,1.0751611731832862,2.8748831219338076,2.872989573602672,-0.0008724337305214824,-0.0018935483311355306
6443,4,575,576,505.187,4,4,1.0605148487011902,1.0802789820881706,2.7943378813847075,2.8920287567906464,0.019764133386980465,0.0976908754059389
6449,4,576,577,507.919,4,4,1.065730315538247,1.063678124337835,2.817055357132757,2.8161840955766313,-0.0020521912004118903,-0.0008712615561257131
6473,4,577,578,516.21,4,4,1.0338263352876051,1.0489110510262543,2.6681545601654513,2.7426690214762974,0.015084715738649113,0.07451446131084616
6482,4,578,579,518.943,4,4,1.0476701832909123,1.0838583470574576,2.7460222168622437,2.9158076581639234,0.03618816376654532,0.16978544130167972
