subject,run,hemi,mode_k,model,beta_boundary,p_boundary,beta_wordrate,p_wordrate,beta_content_density,p_content_density,beta,p,metric,control_model
sub-EN072,16,R,8,boundary_plus_wordrate_content,-24.78378646372935,0.0406510727008448,11.790618381754909,0.2972024033889744,-38.62251134779774,0.0015078432752271,-24.78378646372935,0.0406510727008448,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,9,boundary_plus_wordrate_content,0.3875127324867592,0.0932997464515773,-0.292586906483921,0.175671235944922,0.4271429701928432,0.0646895125462272,0.3875127324867592,0.0932997464515773,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,10,boundary_plus_wordrate_content,-5.834283898113386,0.0410489804979262,2.7819853308108016,0.2970516533369073,-8.9606030545783,0.0017971204308439,-5.834283898113386,0.0410489804979262,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,11,boundary_plus_wordrate_content,-17.904785797173176,0.0437371577504214,8.510254108756365,0.3049242894880733,-28.01040019181621,0.0016995196025798,-17.904785797173176,0.0437371577504214,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,12,boundary_plus_wordrate_content,-5.626840443995364,0.0386707604839262,2.6581890327407938,0.2957267488001914,-8.541274747651368,0.0017907448206197,-5.626840443995364,0.0386707604839262,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,13,boundary_plus_wordrate_content,-4.153156544315667,0.036926462921928,1.8452696824322887,0.3209249355919916,-6.115066166553819,0.0022284061631876,-4.153156544315667,0.036926462921928,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,14,boundary_plus_wordrate_content,-13.643942929565233,0.041366562262481,6.439976572491228,0.3027262003712041,-21.242917522931755,0.0015820510526558,-13.643942929565233,0.041366562262481,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,15,boundary_plus_wordrate_content,-2.27111523841911,0.0402878902625966,1.024030624701881,0.3222270293260465,-3.2431385979114387,0.003540612809938,-2.27111523841911,0.0402878902625966,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,16,boundary_plus_wordrate_content,-3.8015214871905,0.0380953338221339,1.6559881754235106,0.3334490351707072,-5.822390610410325,0.0015784548671564,-3.8015214871905,0.0380953338221339,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,17,boundary_plus_wordrate_content,-14.946067346608569,0.0393383201035886,6.782494771011674,0.3167952445239228,-23.13524015818766,0.0015093562179769,-14.946067346608569,0.0393383201035886,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,18,boundary_plus_wordrate_content,-0.4082046630216771,0.0175419761072674,0.0766416589295405,0.6325260873119599,-0.428470251047123,0.0127816141998748,-0.4082046630216771,0.0175419761072674,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,19,boundary_plus_wordrate_content,-0.6009446003646693,0.0097937300350471,0.2274112057690508,0.2945190013336931,-0.8923111311550247,0.0001393285117801,-0.6009446003646693,0.0097937300350471,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,20,boundary_plus_wordrate_content,-2.057353343015826,0.0267204902164262,0.8584848660158091,0.3220637823120275,-2.9702937945472447,0.0014560252220914,-2.057353343015826,0.0267204902164262,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,21,boundary_plus_wordrate_content,-2.7489335286081986,0.0383936282163381,1.3266187839434207,0.2847668355876677,-4.223330693161633,0.0015525415073745,-2.7489335286081986,0.0383936282163381,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,22,boundary_plus_wordrate_content,-3.317307483798273,0.0402015568320251,1.4801883127006672,0.3270700557205743,-5.147561776005436,0.00154088218385,-3.317307483798273,0.0402015568320251,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,23,boundary_plus_wordrate_content,-0.818902850521966,0.0801397375867232,0.4881425901713619,0.2646522756425151,-1.3166055197505284,0.0050979822601487,-0.818902850521966,0.0801397375867232,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,24,boundary_plus_wordrate_content,-0.5488895731634285,0.0173387527883565,0.2216492162182204,0.3031618161964188,-0.731401057788353,0.0015911135284287,-0.5488895731634285,0.0173387527883565,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,25,boundary_plus_wordrate_content,-0.3336354154030039,0.0184265952687546,0.0163851943930001,0.9012123032995788,-0.3960215603783377,0.0052632705671353,-0.3336354154030039,0.0184265952687546,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,26,boundary_plus_wordrate_content,-0.1482899092544173,0.0508086833925707,0.0244753110114461,0.7299347737951712,-0.1580009902940484,0.037676941950512,-0.1482899092544173,0.0508086833925707,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,27,boundary_plus_wordrate_content,-1.617671833537702,0.053261361749352,0.738318414406449,0.3451293879929884,-2.487574021434698,0.0030933984729075,-1.617671833537702,0.053261361749352,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,28,boundary_plus_wordrate_content,-0.6079144192233449,0.0570833454319102,0.1746846338747477,0.5583387002685931,-0.9187984360210648,0.0041934615283799,-0.6079144192233449,0.0570833454319102,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,29,boundary_plus_wordrate_content,-0.140122822257031,0.0371575354071688,0.0227510255152896,0.7169761310994549,-0.1353286848442318,0.0442846955653079,-0.140122822257031,0.0371575354071688,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,30,boundary_plus_wordrate_content,-0.168398788525678,0.1100087193228007,0.0319632102862839,0.7455286198765141,-0.0927588890959761,0.3784784144940721,-0.168398788525678,0.1100087193228007,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,31,boundary_plus_wordrate_content,0.006585316937603,0.8929642806621938,0.0256734040194618,0.575427406023247,-0.0390112096045378,0.4260217754026113,0.006585316937603,0.8929642806621938,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,32,boundary_plus_wordrate_content,-1.6266752173835162,0.0372908493893315,0.720895494026773,0.323095708249037,-2.3796888735825625,0.0024232160115434,-1.6266752173835162,0.0372908493893315,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,33,boundary_plus_wordrate_content,-0.5117034845962575,0.0270585841493074,0.1960965010445003,0.3641458981795865,-0.7101645295729773,0.0022500620926357,-0.5117034845962575,0.0270585841493074,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,34,boundary_plus_wordrate_content,-0.5682229100281527,0.1169074330844619,0.2174449830669406,0.5210474917599732,-0.8022040592341532,0.0272777868630541,-0.5682229100281527,0.1169074330844619,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,35,boundary_plus_wordrate_content,-0.6342036333322896,0.0484983460569409,0.2408691697447698,0.4224449828103161,-0.960307042326866,0.0029424468491261,-0.6342036333322896,0.0484983460569409,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,36,boundary_plus_wordrate_content,-0.6415570004016133,0.0269788087089647,0.2539290332561226,0.3483818845339369,-0.9350905829827268,0.0013373312822535,-0.6415570004016133,0.0269788087089647,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,37,boundary_plus_wordrate_content,-6.799483527702272,0.0421436057864812,3.14932332877587,0.3136961688395474,-10.380667186225477,0.0020217766662473,-6.799483527702272,0.0421436057864812,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,38,boundary_plus_wordrate_content,-2.115217779117594,0.0370404012863447,0.9890564738550112,0.2965492556512847,-3.290053109663431,0.0012558440532588,-2.115217779117594,0.0370404012863447,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,39,boundary_plus_wordrate_content,-2.7372068813759816,0.0432501351648122,1.2789499131994844,0.3120572491392893,-4.296740631023747,0.0015990507098268,-2.7372068813759816,0.0432501351648122,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,40,boundary_plus_wordrate_content,-0.0164465441066855,0.698991198112822,-0.0020863467638565,0.9582174288993248,-0.0163681209102201,0.7006102659800084,-0.0164465441066855,0.698991198112822,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,41,boundary_plus_wordrate_content,-5.01934848462191,0.0417609441590496,2.3109004180952484,0.3156899668966274,-7.844692964669779,0.0015508413145491,-5.01934848462191,0.0417609441590496,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,42,boundary_plus_wordrate_content,-0.233981904199429,0.0097844181973341,0.0807724444027883,0.3388160954520043,-0.3643024055303024,6.59010952028974e-05,-0.233981904199429,0.0097844181973341,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,43,boundary_plus_wordrate_content,-0.6712864043693385,0.0295333720061254,0.2340809274671769,0.4162646956503418,-1.0283068748936228,0.0009161183366027,-0.6712864043693385,0.0295333720061254,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,44,boundary_plus_wordrate_content,0.0029589669047775,0.943406332512592,-0.0005220072786851,0.9893292013739412,-0.0222226718861984,0.594336097383874,0.0029589669047775,0.943406332512592,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,45,boundary_plus_wordrate_content,-1.223618117075043,0.0503537626770596,0.6172927828185634,0.2907609024370325,-1.938611376084646,0.0020394032113625,-1.223618117075043,0.0503537626770596,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,46,boundary_plus_wordrate_content,-0.0733288357700831,0.3365401121394185,0.0234638654393989,0.7424597043610246,-0.0824279691177194,0.2805353690043496,-0.0733288357700831,0.3365401121394185,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,47,boundary_plus_wordrate_content,-1.9069553596000997,0.051455826615731,0.9204658165251932,0.314381733363972,-2.9487672886088547,0.0027240618827339,-1.9069553596000997,0.051455826615731,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,48,boundary_plus_wordrate_content,-2.443933672570077,0.0395404448183677,1.103110693138199,0.3198896573541605,-3.726072772583761,0.0017922884802716,-2.443933672570077,0.0395404448183677,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,49,boundary_plus_wordrate_content,-2.919965137798295,0.0412028880041016,1.3504267305364417,0.3121772614932785,-4.5720570493311765,0.0014757486641817,-2.919965137798295,0.0412028880041016,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,50,boundary_plus_wordrate_content,-0.4734833939542432,0.0435636661529951,0.2208517094220275,0.3136186992638377,-0.7186400830459915,0.002299748431994,-0.4734833939542432,0.0435636661529951,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,51,boundary_plus_wordrate_content,-0.2746421210264957,0.0291388899509989,0.0693567366460731,0.5549845439617251,-0.3712255377100629,0.0033076794771702,-0.2746421210264957,0.0291388899509989,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,52,boundary_plus_wordrate_content,-0.0604722475379598,0.3179976074657135,0.0059211574502007,0.9167765795143172,-0.1147352496087634,0.0588540167766831,-0.0604722475379598,0.3179976074657135,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,53,boundary_plus_wordrate_content,-0.0040282844120484,0.9388382740042848,0.045363814948285,0.3564313869219441,-0.0892536536382636,0.0900912387406865,-0.0040282844120484,0.9388382740042848,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,54,boundary_plus_wordrate_content,-0.1414104995882231,0.0937719942712915,0.0570957421099768,0.4691695625717015,-0.233104406975479,0.0059569325050691,-0.1414104995882231,0.0937719942712915,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,55,boundary_plus_wordrate_content,-0.0812265752658668,0.0215861584664829,-0.0344304458072766,0.2967939061252781,-0.0252958548267005,0.4730968694299746,-0.0812265752658668,0.0215861584664829,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,56,boundary_plus_wordrate_content,-0.4349401120281188,0.0805889762198448,0.2037719286034019,0.3811842186162316,-0.7198313836229094,0.0040042141268025,-0.4349401120281188,0.0805889762198448,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,57,boundary_plus_wordrate_content,-0.1749819449894164,0.0645608796974355,0.0381071770595978,0.666540153569438,-0.2644784555685181,0.0054017317471363,-0.1749819449894164,0.0645608796974355,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,58,boundary_plus_wordrate_content,-0.1848008962329089,0.1383912241593005,0.1433554403195267,0.2193750193381518,-0.3428063982399068,0.0062305146142353,-0.1848008962329089,0.1383912241593005,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,59,boundary_plus_wordrate_content,-0.7265369371694556,0.0544427771506695,0.3300505195100348,0.3497661102224847,-1.1082693550167402,0.0034940739882744,-0.7265369371694556,0.0544427771506695,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,60,boundary_plus_wordrate_content,-1.4213655698728311,0.0402539905016481,0.700647597973919,0.2791504653268047,-2.168344479215202,0.0018495588966336,-1.4213655698728311,0.0402539905016481,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,61,boundary_plus_wordrate_content,-0.132649312775437,0.0784823776022667,0.0182515077994672,0.7955307264286782,-0.1781326505146468,0.0184521357626275,-0.132649312775437,0.0784823776022667,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,62,boundary_plus_wordrate_content,-1.5364850635545122,0.0463638016761326,0.7098926137529983,0.3245671794513077,-2.397530780953656,0.0019842897321976,-1.5364850635545122,0.0463638016761326,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,63,boundary_plus_wordrate_content,-2.213533677495981,0.0454443601930604,1.0822269102702615,0.2951915313419671,-3.496052773064154,0.0016731439909856,-2.213533677495981,0.0454443601930604,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,64,boundary_plus_wordrate_content,-0.5638229961460587,0.0393682581100042,0.2282234221396318,0.3718943507118348,-0.8048521895129743,0.0034018607205223,-0.5638229961460587,0.0393682581100042,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,65,boundary_plus_wordrate_content,0.0433387672616711,0.0886205502288807,-0.0075260852199132,0.7516695747430753,-0.0191755225143995,0.4508311293066224,0.0433387672616711,0.0886205502288807,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,66,boundary_plus_wordrate_content,-0.9932818763032264,0.0480824488078073,0.4604647141271663,0.3267217177225966,-1.5347013452715834,0.002372768165328,-0.9932818763032264,0.0480824488078073,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,67,boundary_plus_wordrate_content,-1.166819365967829,0.0341990395576672,0.5418443155863827,0.2923926598849501,-1.7522387753118474,0.0015552510488945,-1.166819365967829,0.0341990395576672,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,68,boundary_plus_wordrate_content,-1.443625122053923,0.0364296531961228,0.6612048265260307,0.3049555156919055,-2.220964359810484,0.0013669657211997,-1.443625122053923,0.0364296531961228,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,69,boundary_plus_wordrate_content,-0.0166169067601955,0.7175824838320941,-0.0435344842636173,0.3118842500203477,-0.0113348379531854,0.8052851373442563,-0.0166169067601955,0.7175824838320941,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,70,boundary_plus_wordrate_content,-1.1534357222786795,0.0508050121792248,0.5664202198252875,0.3047028865393862,-1.8821976365284243,0.0015276625027784,-1.1534357222786795,0.0508050121792248,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,71,boundary_plus_wordrate_content,-0.0422472431003745,0.1952449591055486,0.0173264115173653,0.5701354684023983,0.0717825555178172,0.028266140031977,-0.0422472431003745,0.1952449591055486,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,72,boundary_plus_wordrate_content,-1.5305535270803032,0.0434494533886998,0.7346065101682929,0.2995550154181756,-2.4049561921616744,0.0015986089971028,-1.5305535270803032,0.0434494533886998,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,73,boundary_plus_wordrate_content,-0.0067041459883892,0.8322994854625505,0.0221288773053934,0.4555848752943646,0.0468990203234202,0.139507120062679,-0.0067041459883892,0.8322994854625505,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,74,boundary_plus_wordrate_content,-0.0859019535716042,0.0560289387284653,-0.0221949355435112,0.5970977570117316,-0.1063939309459517,0.0182205484613408,-0.0859019535716042,0.0560289387284653,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,75,boundary_plus_wordrate_content,-1.2154622690121186,0.0494418494751137,0.5844675305260799,0.3119668101777025,-1.9353919633992336,0.0018580993942704,-1.2154622690121186,0.0494418494751137,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,76,boundary_plus_wordrate_content,-0.1492539608856455,0.0129498269427461,0.0128204718239462,0.8188541198686625,-0.1715471496328816,0.0043772405906247,-0.1492539608856455,0.0129498269427461,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,77,boundary_plus_wordrate_content,-0.530569502380114,0.0230962816352591,0.2344991414851704,0.2821346847483295,-0.6992145055494215,0.0028555551155427,-0.530569502380114,0.0230962816352591,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,78,boundary_plus_wordrate_content,-0.4959714546838122,0.0731395203197074,0.2500257962519536,0.3338631545018887,-0.8471526994697989,0.0023335303482544,-0.4959714546838122,0.0731395203197074,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,79,boundary_plus_wordrate_content,-2.088442788509859,0.0430619192274463,1.0077329603340104,0.2960827600635848,-3.2626049290203203,0.0016667719176938,-2.088442788509859,0.0430619192274463,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,80,boundary_plus_wordrate_content,-0.3574984678064511,0.0293653220956473,0.1779324300930291,0.2456787210862235,-0.4858949603220714,0.0031825277542036,-0.3574984678064511,0.0293653220956473,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,81,boundary_plus_wordrate_content,-0.195042528384795,0.0300627635821306,0.091065406438014,0.2781432297406052,-0.270997465707903,0.0026857251214888,-0.195042528384795,0.0300627635821306,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,82,boundary_plus_wordrate_content,-0.0832675773088122,0.1897626929511305,0.0495787840323285,0.404039232139923,-0.2024245819151119,0.0015505961421126,-0.0832675773088122,0.1897626929511305,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,83,boundary_plus_wordrate_content,-0.0791990845364538,0.0625764380602839,-0.0063737176608068,0.8725205780347898,-0.0740661493747052,0.0817669950480274,-0.0791990845364538,0.0625764380602839,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,84,boundary_plus_wordrate_content,-1.1358629298707368,0.0399529007621853,0.5517206914583241,0.2855002832174774,-1.7820016770453135,0.0013494369943002,-1.1358629298707368,0.0399529007621853,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,85,boundary_plus_wordrate_content,-0.2349204496031553,0.0299664841942625,0.0925504149148351,0.3597401733437079,-0.2865652294420551,0.008270149631157,-0.2349204496031553,0.0299664841942625,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,86,boundary_plus_wordrate_content,0.0611627729009516,0.0317326646417557,0.0086904084392806,0.7436658885660118,0.0676999097862702,0.0176262927124108,0.0611627729009516,0.0317326646417557,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,87,boundary_plus_wordrate_content,-0.0486616922731284,0.2241296652283914,0.0348149928540672,0.3527768170817429,-0.0845814979894874,0.0351733406454398,-0.0486616922731284,0.2241296652283914,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,88,boundary_plus_wordrate_content,-0.8857246051118368,0.0442989564824431,0.3926903131764503,0.3398244399878383,-1.411891305265206,0.001430476948913,-0.8857246051118368,0.0442989564824431,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,89,boundary_plus_wordrate_content,-0.0688947129969259,0.0663606295015051,0.0515617854934636,0.1419022787906875,-0.1197761217182997,0.0015086533548803,-0.0688947129969259,0.0663606295015051,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,90,boundary_plus_wordrate_content,-0.0475332596584213,0.3845874695301788,0.0837626418055855,0.1022811055879179,-0.0963572596434422,0.0787643088610818,-0.0475332596584213,0.3845874695301788,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,91,boundary_plus_wordrate_content,-0.3466763887254012,0.0597071237685782,0.1441328120601361,0.4021368656025464,-0.585376407692511,0.0015712379361216,-0.3466763887254012,0.0597071237685782,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,92,boundary_plus_wordrate_content,-0.1593019885261768,0.0255409602922179,0.0860772594064058,0.1964175929251331,-0.1879750963011534,0.0085660579310108,-0.1593019885261768,0.0255409602922179,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,93,boundary_plus_wordrate_content,-0.6757405395659113,0.0420373849791455,0.3290973049730324,0.2892208880503171,-1.025627047403983,0.0021345661242596,-0.6757405395659113,0.0420373849791455,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,94,boundary_plus_wordrate_content,-0.2585791503581715,0.0319901680468473,0.1405086446652106,0.2122814141040624,-0.391893668969244,0.001225063107408,-0.2585791503581715,0.0319901680468473,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,95,boundary_plus_wordrate_content,-0.2617156137688723,0.0350053958384133,0.0920363744588976,0.4271665813279343,-0.3637037479498792,0.0035194801762084,-0.2617156137688723,0.0350053958384133,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,96,boundary_plus_wordrate_content,0.0279741969933698,0.2401530983444162,0.000453923993864,0.983743881649888,0.0679265291210743,0.0045774680090055,0.0279741969933698,0.2401530983444162,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,97,boundary_plus_wordrate_content,0.0083027778194904,0.7163788275156617,0.008115776095947,0.7045118991676035,0.0054019976315377,0.8132952524772055,0.0083027778194904,0.7163788275156617,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,98,boundary_plus_wordrate_content,-0.0889928752705373,0.1448062932088832,0.0721996574459958,0.2062932034772031,-0.0561854204688267,0.3572337970522604,-0.0889928752705373,0.1448062932088832,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,99,boundary_plus_wordrate_content,-0.2711258553707569,0.0635556779797469,0.1250137182918993,0.3600075045213446,-0.5016574097370522,0.0006528842142649,-0.2711258553707569,0.0635556779797469,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,100,boundary_plus_wordrate_content,-0.041463029376399,0.1974517460415026,0.0173305829791495,0.5647010928895505,-0.05373769544074,0.0954145611401612,-0.041463029376399,0.1974517460415026,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,101,boundary_plus_wordrate_content,-0.3996063233289934,0.0389295467005233,0.1568535253822977,0.38546588807708,-0.5998190179927044,0.002038844137864,-0.3996063233289934,0.0389295467005233,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,102,boundary_plus_wordrate_content,0.0262799483163205,0.3866736959372007,-0.0053741032356707,0.8499760910618369,0.0457947613914359,0.1322148360633943,0.0262799483163205,0.3866736959372007,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,103,boundary_plus_wordrate_content,-0.1600657234154429,0.0443489026644307,0.0692616774093958,0.3516467742788595,-0.2178078575353034,0.0063965205173342,-0.1600657234154429,0.0443489026644307,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,104,boundary_plus_wordrate_content,0.0421889435126154,0.0626462639346737,-0.0344197566227216,0.1045813077240191,0.0144480949994843,0.52317501920274,0.0421889435126154,0.0626462639346737,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,105,boundary_plus_wordrate_content,-0.0111232818585842,0.69698707202134,-0.0182692871406352,0.4947158804811353,-0.0362713660247835,0.2050734347234195,-0.0111232818585842,0.69698707202134,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,106,boundary_plus_wordrate_content,-0.0267720520520237,0.2776036758639139,-0.0306194711774116,0.1850014501905395,0.0013412591531486,0.956621806398529,-0.0267720520520237,0.2776036758639139,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,107,boundary_plus_wordrate_content,-0.0388839979229471,0.237613148120635,-0.0023031419006455,0.9403900892320824,-0.0395122485464298,0.2305480178891598,-0.0388839979229471,0.237613148120635,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,108,boundary_plus_wordrate_content,-0.2023943132550024,0.0373506729437403,0.0985880869466619,0.2776678219933201,-0.2788901535805402,0.0042638556068106,-0.2023943132550024,0.0373506729437403,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,109,boundary_plus_wordrate_content,0.0031468773050362,0.9102741902983492,-0.0229536977554245,0.3803098144119962,0.0021487036729508,0.9387197524987538,0.0031468773050362,0.9102741902983492,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,110,boundary_plus_wordrate_content,-1.0903956393712435,0.0391590859189468,0.4801658883745962,0.3308745275612379,-1.70304252752694,0.0013557037880033,-1.0903956393712435,0.0391590859189468,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,111,boundary_plus_wordrate_content,-3.2585863212786315,0.0409245884613778,1.5215887866789355,0.3068650034364419,-5.023309257185707,0.0017173301800213,-3.2585863212786315,0.0409245884613778,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,112,boundary_plus_wordrate_content,-0.3202441895277335,0.062529003266335,0.1314400002682236,0.4133038622867385,-0.5194820946386564,0.0026475081978076,-0.3202441895277335,0.062529003266335,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,113,boundary_plus_wordrate_content,0.0138028093034985,0.6634218818406579,-0.0025220347649754,0.9323164479549324,0.0441965490931962,0.1644002314364537,0.0138028093034985,0.6634218818406579,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,114,boundary_plus_wordrate_content,-0.0015532476770876,0.9072393570433038,-0.0188719059341217,0.1312179530096547,0.0312975650536936,0.0194810949653249,-0.0015532476770876,0.9072393570433038,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,115,boundary_plus_wordrate_content,-0.1202548274786173,0.1061337361490896,0.044030649039575,0.5268262577035456,-0.2513920170875459,0.0007995496015943,-0.1202548274786173,0.1061337361490896,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,116,boundary_plus_wordrate_content,-0.0783796326311506,0.0076949306883615,0.0149448723231137,0.5854231506008493,-0.0863675941753272,0.0033799888894739,-0.0783796326311506,0.0076949306883615,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,117,boundary_plus_wordrate_content,-0.0151675065989711,0.303092965269476,-0.0482464262349255,0.0005215664851694,0.0085941778271402,0.5596827946675071,-0.0151675065989711,0.303092965269476,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,118,boundary_plus_wordrate_content,-0.0788890691615963,0.0242222611898261,-0.010104569351935,0.7570048921301116,-0.0984339436632311,0.0050547135171453,-0.0788890691615963,0.0242222611898261,boundary,boundary_plus_wordrate_content
sub-EN072,16,R,119,boundary_plus_wordrate_content,-0.0124551104892931,0.6603263966172833,0.0037270056622671,0.8883022639229525,0.0024714452584276,0.9305631496446096,-0.0124551104892931,0.6603263966172833,boundary,boundary_plus_wordrate_content
sub-EN072,17,L,0,boundary_plus_wordrate_content,-1800.3944212324918,0.1190318475140543,1030.2262303918546,0.3582690371426196,-3122.526333393621,0.0071104054289388,-1800.3944212324918,0.1190318475140543,boundary,boundary_plus_wordrate_content
sub-EN072,17,L,1,boundary_plus_wordrate_content,-0.6251069862593085,0.1872367902460692,-0.4586058437811447,0.3193768604074468,-1.00291380416743,0.0348376633170419,-0.6251069862593085,0.1872367902460692,boundary,boundary_plus_wordrate_content
sub-EN072,17,L,2,boundary_plus_wordrate_content,-29.4522208190102,0.1216216732016958,16.281743449813042,0.3781198068347712,-51.54032864680549,0.0070006969638148,-29.4522208190102,0.1216216732016958,boundary,boundary_plus_wordrate_content
sub-EN072,17,L,3,boundary_plus_wordrate_content,-82.46477479192876,0.1176626873382968,47.6089031999658,0.352210400027043,-142.79646591954028,0.0069894711713039,-82.46477479192876,0.1176626873382968,boundary,boundary_plus_wordrate_content
sub-EN072,17,L,4,boundary_plus_wordrate_content,-9.43721914252545,0.1055345988433914,5.085867405805405,0.3689043151754106,-15.92372573948937,0.0065458910545651,-9.43721914252545,0.1055345988433914,boundary,boundary_plus_wordrate_content
