metric,control_model,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
boundary,boundary_plus_wordrate_content,R,65,-0.015030505649942854,0.004605025824677253,49,-3.2639351487233585,0.0020288912857086266,0.0122096873819828,1
boundary,boundary_plus_wordrate_content,R,66,-0.842997714536616,0.03295846687405129,49,-25.577576704586377,1.28334325604781e-29,0.012521605938673,1
boundary,boundary_plus_wordrate_content,R,67,-1.0649345832001342,0.040917588039464776,49,-26.026328388980577,5.884016638921359e-30,0.0128279495984315,1
boundary,boundary_plus_wordrate_content,R,68,-0.7258130353954481,0.025450504548932076,49,-28.51861085897033,9.48300513078639e-32,0.0129549652338027,1
boundary,boundary_plus_wordrate_content,R,69,-0.010853127200704351,0.003955241151137434,49,-2.743986216259721,0.008511218093282853,0.0130439344793558,1
boundary,boundary_plus_wordrate_content,R,70,-0.8149957813247112,0.03401204810580601,49,-23.961973086401336,2.3530844668554676e-28,0.0131426770240068,1
boundary,boundary_plus_wordrate_content,R,71,-0.011841373149374317,0.003004129821181047,49,-3.9416982135342566,0.00026202842986271035,0.0135406553745269,1
boundary,boundary_plus_wordrate_content,R,72,-1.4265220302691946,0.03667425897955723,49,-38.89709212841517,5.940088586063193e-38,0.0137549825012683,1
boundary,boundary_plus_wordrate_content,R,73,-0.016453320087143904,0.004369700434101895,49,-3.765319919585187,0.00045388149587178466,0.0138666797429323,1
boundary,boundary_plus_wordrate_content,R,74,-0.10307473680153592,0.00873431295127006,49,-11.801127046466522,8.534150065285925e-16,0.0139644090086221,1
boundary,boundary_plus_wordrate_content,R,75,-0.9827950927346761,0.033440165238657935,49,-29.389660180223416,2.4158331662132592e-32,0.0142714828252792,1
boundary,boundary_plus_wordrate_content,R,76,-0.13483500381853675,0.011322638977598684,49,-11.908443260029888,6.159492765629513e-16,0.0145824085921049,1
boundary,boundary_plus_wordrate_content,R,77,-0.27105128928684297,0.018796196562917488,49,-14.420539196828404,4.5306357341174465e-19,0.0147327147424221,1
boundary,boundary_plus_wordrate_content,R,78,-0.2918337110869079,0.01618550954737993,49,-18.030554443319904,5.171862233294392e-23,0.0147609356790781,1
boundary,boundary_plus_wordrate_content,R,79,-1.382253390899456,0.03765761602104507,49,-36.705812447792226,8.790087765284746e-37,0.0149750523269176,1
boundary,boundary_plus_wordrate_content,R,80,-0.15778072113729924,0.011288132982605012,49,-13.977574624646875,1.5272910523722316e-18,0.0150899533182382,1
boundary,boundary_plus_wordrate_content,R,81,-0.12392609857049448,0.008869594115416334,49,-13.972014610578091,1.550999931636136e-18,0.0154220629483461,1
boundary,boundary_plus_wordrate_content,R,82,-0.21493272577014239,0.011323504022956551,49,-18.981114444292285,5.912791654807601e-24,0.0154968649148941,1
boundary,boundary_plus_wordrate_content,R,83,-0.13516986368920958,0.015357331529732345,49,-8.801650431750845,1.3913674240116507e-11,0.0157812219113111,1
boundary,boundary_plus_wordrate_content,R,84,-0.825732218995932,0.028108982566829786,49,-29.376097730778184,2.467131834845143e-32,0.0159307047724723,1
boundary,boundary_plus_wordrate_content,R,85,-0.2359080378723499,0.014448411347177224,49,-16.327610849648124,3.1429692813238485e-21,0.0159959252923727,1
boundary,boundary_plus_wordrate_content,R,86,-0.010422393961634071,0.004197194114133546,49,-2.4831813059438725,0.016567871959334884,0.0163249354809522,1
boundary,boundary_plus_wordrate_content,R,87,-0.023088304678430753,0.0044715217090339635,49,-5.163411066927101,4.610592019577973e-06,0.0165493730455636,1
boundary,boundary_plus_wordrate_content,R,88,-0.9331977653298619,0.03182545221374445,49,-29.32237251688892,2.6815026543969035e-32,0.0166782364249229,1
boundary,boundary_plus_wordrate_content,R,89,-0.056137150838363126,0.006792824395782679,49,-8.264184022365695,8.808428567426739e-11,0.0169897153973579,1
boundary,boundary_plus_wordrate_content,R,90,-0.07004436594107578,0.0077010201207902,49,-9.09546590483243,5.134425391060565e-12,0.0170869976282119,1
boundary,boundary_plus_wordrate_content,R,91,-0.21785514285829038,0.014737128731576178,49,-14.782740032086977,1.7068434438944198e-19,0.0171879101544618,1
boundary,boundary_plus_wordrate_content,R,92,-0.03827150643573731,0.01123614627759909,49,-3.4061061052611237,0.0013409024688768457,0.0173780377954244,1
boundary,boundary_plus_wordrate_content,R,93,-0.4962145120583329,0.02161239374036939,49,-22.95972015036275,1.5568939923242454e-27,0.0176062751561403,1
boundary,boundary_plus_wordrate_content,R,94,-0.23433003701377542,0.01693101041963632,49,-13.84028662235085,2.2366112379014055e-18,0.017727717757225,1
boundary,boundary_plus_wordrate_content,R,95,-0.2187163942618524,0.01332669009587843,49,-16.411906684128205,2.546693429171154e-21,0.0180606748908758,1
boundary,boundary_plus_wordrate_content,R,96,-0.017755134217974443,0.004701067382036771,49,-3.776830403626741,0.0004380418752154593,0.0183309633284807,1
boundary,boundary_plus_wordrate_content,R,97,-0.02027755869131828,0.004961035597363608,49,-4.08736407819653,0.00016516635143845086,0.0185584239661693,1
boundary,boundary_plus_wordrate_content,R,98,-0.07960038849864626,0.015305818534736174,49,-5.200661978187913,4.0568434061908975e-06,0.0187302939593791,1
boundary,boundary_plus_wordrate_content,R,99,-0.1942501694381213,0.011815585561433067,49,-16.440164427581824,2.373688039501997e-21,0.0188728664070367,1
boundary,boundary_plus_wordrate_content,R,100,-0.05021978795339213,0.0071928447365163595,49,-6.9819090767298535,7.837958153707294e-09,0.0190864745527505,1
boundary,boundary_plus_wordrate_content,R,101,-0.31554353036924776,0.014928203291481743,49,-21.13740844816212,5.807309668119095e-26,0.019279059022665,1
boundary,boundary_plus_wordrate_content,R,102,-0.029229721237725784,0.004512448177915456,49,-6.477574940534513,4.6552754299058205e-08,0.0194607581943273,1
boundary,boundary_plus_wordrate_content,R,103,-0.15568608970797296,0.00980109105296591,49,-15.884567224876536,9.616613366413246e-21,0.0196548048406839,1
boundary,boundary_plus_wordrate_content,R,104,-0.013068197536224872,0.00504576477386204,49,-2.589933958856042,0.012672451335308713,0.0198375191539526,1
boundary,boundary_plus_wordrate_content,R,105,-0.027237714686953924,0.003639466724222873,49,-7.483985086515644,1.3374748552294154e-09,0.0199899114668369,1
boundary,boundary_plus_wordrate_content,R,106,-0.008392678341663582,0.004780043431279811,49,-1.755774495006319,0.08550657021450234,0.0203421004116535,0
boundary,boundary_plus_wordrate_content,R,107,-0.032664623808387847,0.00454242710794057,49,-7.19100670900963,3.7489193961004615e-09,0.0204064417630434,1
boundary,boundary_plus_wordrate_content,R,108,-0.12128339683470363,0.010023142632782898,49,-12.100336319471255,3.4508915397439415e-16,0.0205841325223445,1
boundary,boundary_plus_wordrate_content,R,109,-0.017260154809271882,0.003661823788981792,49,-4.71354052076636,2.1227896901654937e-05,0.0207765027880668,1
boundary,boundary_plus_wordrate_content,R,110,-0.7750935493839644,0.02977519254912495,49,-26.03152097522685,5.831561870234344e-30,0.0210340023040771,1
boundary,boundary_plus_wordrate_content,R,111,-2.036485441277075,0.05532477763546893,49,-36.80964530386972,7.710580610736702e-37,0.0211396422237157,1
boundary,boundary_plus_wordrate_content,R,112,-0.2854766140796588,0.013674913337699865,49,-20.8759358856512,9.965584314826699e-26,0.0213069375604391,1
boundary,boundary_plus_wordrate_content,R,113,-0.03216304966067944,0.005005854115133114,49,-6.42508729198637,5.603435419589189e-08,0.0215043816715478,1
boundary,boundary_plus_wordrate_content,R,114,-0.01671384396192056,0.0030570567773914,49,-5.467299163538126,1.6146058929890816e-06,0.0218461286276578,1
boundary,boundary_plus_wordrate_content,R,115,-0.05652192281483519,0.007198308319116835,49,-7.852111955906038,3.6864107652801167e-10,0.0219429824501276,1
boundary,boundary_plus_wordrate_content,R,116,-0.017915789936877903,0.0035382114039761744,49,-5.063515966497785,6.4911711628539905e-06,0.0221266504377126,1
boundary,boundary_plus_wordrate_content,R,117,-0.0330714593827454,0.004267377680849962,49,-7.749831830249051,5.269190322478713e-10,0.0223625842481851,1
boundary,boundary_plus_wordrate_content,R,118,-0.05719173355206829,0.0069024268431376,49,-8.285742804927859,8.175853653227934e-11,0.0224539022892713,1
boundary,boundary_plus_wordrate_content,R,119,-0.06178205679570565,0.0066922048914278155,49,-9.231943402516496,3.2414059190398285e-12,0.0227182861417531,1
