metric,control_model,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
boundary,boundary_plus_wordrate_content,L,16,-0.08781120376975259,0.014374391600412326,49,-6.10886402783362,1.709421684278812e-07,0.0029743034392595,1
boundary,boundary_plus_wordrate_content,L,17,-4.6271437093429615,0.15073629316902507,49,-30.696945055922317,3.31715988386008e-33,0.0030919155105948,1
boundary,boundary_plus_wordrate_content,L,18,-0.3764739919294814,0.025307806535542553,49,-14.875804878655023,1.3315052594956372e-19,0.0034280661493539,1
boundary,boundary_plus_wordrate_content,L,19,-3.5059670557368845,0.12368897443687839,49,-28.345024863360546,1.2509147008424023e-31,0.0035447385162115,1
boundary,boundary_plus_wordrate_content,L,20,-1.9576204622598508,0.05711339067394713,49,-34.27603297859953,2.0905590503223818e-35,0.0037717577069997,1
boundary,boundary_plus_wordrate_content,L,21,-0.9585211064732869,0.03751450608829691,49,-25.550679095101003,1.3452578603127693e-29,0.0040091443806886,1
boundary,boundary_plus_wordrate_content,L,22,-0.778778271743387,0.03199147847397781,49,-24.34330355744118,1.1668927305146592e-28,0.0041310228407382,1
boundary,boundary_plus_wordrate_content,L,23,-0.06975509948235345,0.010662208251069649,49,-6.542275093469077,3.704089455850993e-08,0.0044047320261597,1
boundary,boundary_plus_wordrate_content,L,24,-0.09375292301724163,0.012671491924780256,49,-7.398728071940705,1.8045673372645177e-09,0.0045519033446908,1
boundary,boundary_plus_wordrate_content,L,25,-0.6387326975081918,0.029717901167670653,49,-21.493196774039106,2.809308899414189e-26,0.0046605272218585,1
boundary,boundary_plus_wordrate_content,L,26,-1.6308975910236563,0.05656517762583404,49,-28.832183676884707,5.771764632692922e-32,0.0048440368846058,1
boundary,boundary_plus_wordrate_content,L,27,-0.36486937380158985,0.021834569564037964,49,-16.710628195874214,1.215779116636531e-21,0.0049720155075192,1
boundary,boundary_plus_wordrate_content,L,28,-0.7401083560745096,0.028100669543143973,49,-26.33774810732515,3.448434032489825e-30,0.0052369954064488,1
boundary,boundary_plus_wordrate_content,L,29,-0.3901262844893743,0.02839215064754042,49,-13.74063871851041,2.954380481808038e-18,0.0054828114807605,1
boundary,boundary_plus_wordrate_content,L,30,-0.2468962280554306,0.024349586992853212,49,-10.139647466213555,1.605394849907345e-13,0.0056525152176618,1
boundary,boundary_plus_wordrate_content,L,31,-0.2815876539432444,0.021099835918858716,49,-13.345490222109529,9.016601074419178e-18,0.0058893002569675,1
boundary,boundary_plus_wordrate_content,L,32,-1.202098957556423,0.039563997619177706,49,-30.38365761537035,5.300946545884041e-33,0.0060744471848011,1
boundary,boundary_plus_wordrate_content,L,33,-4.0484736453513515,0.10728313297609167,49,-37.73634804507028,2.430748507786488e-37,0.006196467205882,1
boundary,boundary_plus_wordrate_content,L,34,-0.15608855142063247,0.013427750057213708,49,-11.62432654432512,1.465133075198344e-15,0.0063056014478206,1
boundary,boundary_plus_wordrate_content,L,35,-0.05736871798305164,0.008649318176449702,49,-6.632744548495714,2.6906462610963708e-08,0.0066964793950319,1
boundary,boundary_plus_wordrate_content,L,36,-2.630721215093397,0.05973397100517926,49,-44.04062162325186,1.7954338709423375e-40,0.0067823454737663,1
boundary,boundary_plus_wordrate_content,L,37,-0.051647194971135096,0.008201103613672692,49,-6.297590837046622,8.788515459767705e-08,0.006928913295269,1
boundary,boundary_plus_wordrate_content,L,38,-0.7732173747536565,0.028757858637248418,49,-26.88716793927598,1.3614797592162214e-30,0.0072302352637052,1
boundary,boundary_plus_wordrate_content,L,39,-0.9619353316071079,0.032957281263423926,49,-29.187338722465135,3.308197513425843e-32,0.0074026435613632,1
boundary,boundary_plus_wordrate_content,L,40,-0.141462638584584,0.013279045686765347,49,-10.653072662109576,3.0653272671632406e-14,0.0074999053031206,1
