subject,run,hemi,K,r2
sub-EN099,11,L,100,0.992926802738057
sub-EN099,11,L,120,1.0
sub-EN099,11,R,1,0.7507482563803328
sub-EN099,11,R,2,0.7719491503160082
sub-EN099,11,R,3,0.7906818357887001
sub-EN099,11,R,5,0.86880768985714
sub-EN099,11,R,10,0.9015524614309309
sub-EN099,11,R,20,0.9374386144833555
sub-EN099,11,R,40,0.9602816827100775
sub-EN099,11,R,60,0.9732009881765101
sub-EN099,11,R,80,0.9856164684151447
sub-EN099,11,R,100,0.9935693987038533
sub-EN099,11,R,120,1.0
sub-EN099,12,L,1,0.7467553765031884
sub-EN099,12,L,2,0.761356011589172
sub-EN099,12,L,3,0.7966660005144401
sub-EN099,12,L,5,0.856156987250649
sub-EN099,12,L,10,0.8895958044460638
sub-EN099,12,L,20,0.9277337549608773
sub-EN099,12,L,40,0.9540130327654064
sub-EN099,12,L,60,0.9701971790910963
sub-EN099,12,L,80,0.982713518605441
sub-EN099,12,L,100,0.9919912725731703
sub-EN099,12,L,120,1.0
sub-EN099,12,R,1,0.7226769079274504
sub-EN099,12,R,2,0.7440927420816431
sub-EN099,12,R,3,0.7653490704023269
sub-EN099,12,R,5,0.8490235810437969
sub-EN099,12,R,10,0.8863800994589053
sub-EN099,12,R,20,0.9317660481745792
sub-EN099,12,R,40,0.9561930386902798
sub-EN099,12,R,60,0.9705031010907591
sub-EN099,12,R,80,0.9840831064355265
sub-EN099,12,R,100,0.9922346234724779
sub-EN099,12,R,120,1.0
sub-EN099,13,L,1,0.7433826021391599
sub-EN099,13,L,2,0.759176746880476
sub-EN099,13,L,3,0.7944652953281235
sub-EN099,13,L,5,0.8559729717456056
sub-EN099,13,L,10,0.9031609582119132
sub-EN099,13,L,20,0.9322698990910747
sub-EN099,13,L,40,0.9576599683584498
sub-EN099,13,L,60,0.9724018227057983
sub-EN099,13,L,80,0.9851289557452476
sub-EN099,13,L,100,0.9930174340823399
sub-EN099,13,L,120,1.0
sub-EN099,13,R,1,0.7066008249229476
sub-EN099,13,R,2,0.735999526255068
sub-EN099,13,R,3,0.7582271408530231
sub-EN099,13,R,5,0.8359274208045412
sub-EN099,13,R,10,0.8919436366959815
sub-EN099,13,R,20,0.9282583626863301
sub-EN099,13,R,40,0.9581677606727372
sub-EN099,13,R,60,0.9712696068208997
sub-EN099,13,R,80,0.9834616950585409
sub-EN099,13,R,100,0.9929389287760542
sub-EN099,13,R,120,1.0
sub-EN099,14,L,1,0.7509100898846987
sub-EN099,14,L,2,0.7634758456618727
sub-EN099,14,L,3,0.7945192252335225
sub-EN099,14,L,5,0.8595716394375621
sub-EN099,14,L,10,0.8931215038083136
sub-EN099,14,L,20,0.9309220359782139
sub-EN099,14,L,40,0.9536518125626916
sub-EN099,14,L,60,0.9710044342138956
sub-EN099,14,L,80,0.9840040122890328
sub-EN099,14,L,100,0.9927518927875858
sub-EN099,14,L,120,1.0
sub-EN099,14,R,1,0.7427583793377477
sub-EN099,14,R,2,0.7620069090680286
sub-EN099,14,R,3,0.7795727306919917
sub-EN099,14,R,5,0.8619065597108403
sub-EN099,14,R,10,0.8949275426327502
sub-EN099,14,R,20,0.9340781601120363
sub-EN099,14,R,40,0.9582826401388931
sub-EN099,14,R,60,0.9721979317527281
sub-EN099,14,R,80,0.9857903968087197
sub-EN099,14,R,100,0.9938249160607908
sub-EN099,14,R,120,1.0
sub-EN099,6,L,1,0.8026806219506384
sub-EN099,6,L,2,0.8132426351735697
sub-EN099,6,L,3,0.8397372941410177
sub-EN099,6,L,5,0.8935365451992685
sub-EN099,6,L,10,0.9179687355113791
sub-EN099,6,L,20,0.9461442455159028
sub-EN099,6,L,40,0.9645528171947848
sub-EN099,6,L,60,0.9782488791031992
sub-EN099,6,L,80,0.9879034376799682
sub-EN099,6,L,100,0.9943547370151462
sub-EN099,6,L,120,1.0
sub-EN099,6,R,1,0.7864033720946154
sub-EN099,6,R,2,0.8046211383340657
sub-EN099,6,R,3,0.8159488551304139
sub-EN099,6,R,5,0.8888199457169257
sub-EN099,6,R,10,0.917992350695909
sub-EN099,6,R,20,0.948668535047165
sub-EN099,6,R,40,0.9670372047034826
sub-EN099,6,R,60,0.9790528640115752
sub-EN099,6,R,80,0.9888092784986002
sub-EN099,6,R,100,0.9946317330350164
sub-EN099,6,R,120,1.0
sub-EN099,7,L,1,0.7738625846488278
sub-EN099,7,L,2,0.7821398748397171
sub-EN099,7,L,3,0.8094667617958159
sub-EN099,7,L,5,0.8681988701749355
sub-EN099,7,L,10,0.8980339654568779
sub-EN099,7,L,20,0.93296421826978
sub-EN099,7,L,40,0.9554080013729197
sub-EN099,7,L,60,0.9720802052769201
sub-EN099,7,L,80,0.9837466342620427
sub-EN099,7,L,100,0.9920832344445498
sub-EN099,7,L,120,1.0
sub-EN099,7,R,1,0.7572676456540921
sub-EN099,7,R,2,0.7663555113456242
sub-EN099,7,R,3,0.7888073697075642
sub-EN099,7,R,5,0.870970686405053
sub-EN099,7,R,10,0.900121570469976
sub-EN099,7,R,20,0.9364960313405967
sub-EN099,7,R,40,0.9595403079585814
sub-EN099,7,R,60,0.9734163875002219
sub-EN099,7,R,80,0.9846665396069418
sub-EN099,7,R,100,0.993531721502087
sub-EN099,7,R,120,1.0
sub-EN099,8,L,1,0.7407340499817461
sub-EN099,8,L,2,0.7620454121790954
sub-EN099,8,L,3,0.8009661398106505
sub-EN099,8,L,5,0.8623360571321826
sub-EN099,8,L,10,0.893609107405037
sub-EN099,8,L,20,0.9330639197415653
sub-EN099,8,L,40,0.9557242448892423
sub-EN099,8,L,60,0.97169467124414
sub-EN099,8,L,80,0.9837096583884392
sub-EN099,8,L,100,0.9927321502942001
sub-EN099,8,L,120,1.0
sub-EN099,8,R,1,0.7167224332937978
sub-EN099,8,R,2,0.7510868103456265
sub-EN099,8,R,3,0.7767987374142902
sub-EN099,8,R,5,0.8592553754833762
sub-EN099,8,R,10,0.8917295365277449
sub-EN099,8,R,20,0.9325790535183343
sub-EN099,8,R,40,0.9581920181537348
sub-EN099,8,R,60,0.9730910950662647
sub-EN099,8,R,80,0.9856785540314875
sub-EN099,8,R,100,0.9936697928003628
sub-EN099,8,R,120,1.0
sub-EN099,9,L,1,0.7423374826131485
sub-EN099,9,L,2,0.7539359845548437
sub-EN099,9,L,3,0.7935099641169386
sub-EN099,9,L,5,0.8565502792353951
sub-EN099,9,L,10,0.8924576549069794
sub-EN099,9,L,20,0.9279835972885657
sub-EN099,9,L,40,0.9527432266289011
sub-EN099,9,L,60,0.9702502253796235
sub-EN099,9,L,80,0.983880564413273
sub-EN099,9,L,100,0.9925846777705807
sub-EN099,9,L,120,1.0
sub-EN099,9,R,1,0.7268212331906478
sub-EN099,9,R,2,0.7414614440183638
sub-EN099,9,R,3,0.7602599377124872
sub-EN099,9,R,5,0.8437761388901011
sub-EN099,9,R,10,0.8941901882322882
sub-EN099,9,R,20,0.93115204244529
sub-EN099,9,R,40,0.9567902490832005
sub-EN099,9,R,60,0.9716220057894029
sub-EN099,9,R,80,0.9842196062352675
sub-EN099,9,R,100,0.9932132981580506
sub-EN099,9,R,120,1.0
sub-EN100,10,L,1,0.8054635795783988
sub-EN100,10,L,2,0.8120860137668112
sub-EN100,10,L,3,0.8344414425822617
sub-EN100,10,L,5,0.8874662812901483
sub-EN100,10,L,10,0.9091425012254456
sub-EN100,10,L,20,0.939726285593612
sub-EN100,10,L,40,0.9590567482022913
sub-EN100,10,L,60,0.9736870543837248
sub-EN100,10,L,80,0.9850900815688565
sub-EN100,10,L,100,0.9928255936706766
sub-EN100,10,L,120,1.0
sub-EN100,10,R,1,0.7865908637238606
sub-EN100,10,R,2,0.7935243085299828
sub-EN100,10,R,3,0.8069670109436354
sub-EN100,10,R,5,0.8782051130576415
sub-EN100,10,R,10,0.9067070740869818
sub-EN100,10,R,20,0.9401968219059944
sub-EN100,10,R,40,0.9612557590970376
sub-EN100,10,R,60,0.9741230174415719
sub-EN100,10,R,80,0.9859969642408573
sub-EN100,10,R,100,0.9934912923006093
sub-EN100,10,R,120,1.0
sub-EN100,11,L,1,0.7571515785509086
sub-EN100,11,L,2,0.7707865675851779
sub-EN100,11,L,3,0.7964159447901867
sub-EN100,11,L,5,0.8546213322726022
sub-EN100,11,L,10,0.8860852358419323
sub-EN100,11,L,20,0.9247081488587466
sub-EN100,11,L,40,0.9494161889609795
sub-EN100,11,L,60,0.9668789745944426
sub-EN100,11,L,80,0.9823362153253492
sub-EN100,11,L,100,0.9912826000126181
sub-EN100,11,L,120,1.0
sub-EN100,11,R,1,0.7431584882243399
sub-EN100,11,R,2,0.7588098258320052
sub-EN100,11,R,3,0.7717997090596209
sub-EN100,11,R,5,0.8470185171880237
sub-EN100,11,R,10,0.8807893176280301
sub-EN100,11,R,20,0.9211796727330077
sub-EN100,11,R,40,0.9492881985619471
sub-EN100,11,R,60,0.9662951105471735
sub-EN100,11,R,80,0.9806358849394308
sub-EN100,11,R,100,0.9911791309297694
sub-EN100,11,R,120,1.0
sub-EN100,12,L,1,0.8027269677214133
sub-EN100,12,L,2,0.808639456494036
sub-EN100,12,L,3,0.8333894120031625
sub-EN100,12,L,5,0.886321214930227
sub-EN100,12,L,10,0.9082100476303486
sub-EN100,12,L,20,0.9384478672189139
sub-EN100,12,L,40,0.9587225772115355
sub-EN100,12,L,60,0.9743749970335976
sub-EN100,12,L,80,0.9854630873741457
sub-EN100,12,L,100,0.9927976476551227
sub-EN100,12,L,120,1.0
sub-EN100,12,R,1,0.7880037958113912
sub-EN100,12,R,2,0.7931881017325644
sub-EN100,12,R,3,0.8059562642209644
sub-EN100,12,R,5,0.8744748925834036
sub-EN100,12,R,10,0.8998828883058364
sub-EN100,12,R,20,0.9359421371865998
sub-EN100,12,R,40,0.9583210805048903
sub-EN100,12,R,60,0.9726030071773436
sub-EN100,12,R,80,0.9851021425877771
sub-EN100,12,R,100,0.9932836494404496
sub-EN100,12,R,120,1.0
sub-EN100,13,L,1,0.8212638710646091
sub-EN100,13,L,2,0.8234151379184761
sub-EN100,13,L,3,0.8426487595187357
sub-EN100,13,L,5,0.8957025791141893
sub-EN100,13,L,10,0.9145753101881432
sub-EN100,13,L,20,0.9419443071542964
sub-EN100,13,L,40,0.9606324389526989
sub-EN100,13,L,60,0.9756259736082848
sub-EN100,13,L,80,0.9873055716394121
sub-EN100,13,L,100,0.9936514467491744
sub-EN100,13,L,120,1.0
sub-EN100,13,R,1,0.8110358616905062
sub-EN100,13,R,2,0.8128493495512455
sub-EN100,13,R,3,0.8209208251889096
sub-EN100,13,R,5,0.8858576186255572
sub-EN100,13,R,10,0.9136580469970106
sub-EN100,13,R,20,0.9433064422879205
sub-EN100,13,R,40,0.9638014248525838
sub-EN100,13,R,60,0.9764598220355305
sub-EN100,13,R,80,0.9873171392190131
sub-EN100,13,R,100,0.9941553494742598
sub-EN100,13,R,120,1.0
sub-EN100,14,L,1,0.8011429278075093
sub-EN100,14,L,2,0.8201356456191511
sub-EN100,14,L,3,0.8391125941970563
sub-EN100,14,L,5,0.895466262258821
sub-EN100,14,L,10,0.9194250071851873
sub-EN100,14,L,20,0.94742893307106
sub-EN100,14,L,40,0.9634761220517285
sub-EN100,14,L,60,0.9775832642010063
sub-EN100,14,L,80,0.9878746029655796
sub-EN100,14,L,100,0.9943240077456651
sub-EN100,14,L,120,1.0
sub-EN100,14,R,1,0.780207997219589
sub-EN100,14,R,2,0.7928188185859407
sub-EN100,14,R,3,0.8039073165961026
sub-EN100,14,R,5,0.874486272195276
sub-EN100,14,R,10,0.903177044338788
sub-EN100,14,R,20,0.936949040980055
sub-EN100,14,R,40,0.9583712478924107
sub-EN100,14,R,60,0.9716277902448551
sub-EN100,14,R,80,0.9848649723901274
sub-EN100,14,R,100,0.9933062914537151
sub-EN100,14,R,120,1.0
sub-EN100,6,L,1,0.8245018158193885
sub-EN100,6,L,2,0.8270110445559155
sub-EN100,6,L,3,0.8485092844877529
sub-EN100,6,L,5,0.8976105696509328
sub-EN100,6,L,10,0.9139357362544771
sub-EN100,6,L,20,0.9462438803865331
sub-EN100,6,L,40,0.9643416232400106
sub-EN100,6,L,60,0.9781722901777448
sub-EN100,6,L,80,0.9879379382103789
sub-EN100,6,L,100,0.9942696922995088
sub-EN100,6,L,120,1.0
sub-EN100,6,R,1,0.8037803681954728
sub-EN100,6,R,2,0.8066443262055565
sub-EN100,6,R,3,0.8161384544075131
sub-EN100,6,R,5,0.8814473907693565
sub-EN100,6,R,10,0.9043565648070614
sub-EN100,6,R,20,0.9376652788505694
sub-EN100,6,R,40,0.9619867751565382
sub-EN100,6,R,60,0.975812320589001
sub-EN100,6,R,80,0.9863960889081546
sub-EN100,6,R,100,0.9934723593868926
sub-EN100,6,R,120,1.0
sub-EN100,7,L,1,0.8358177984641026
sub-EN100,7,L,2,0.838830825297242
sub-EN100,7,L,3,0.8565718944388382
sub-EN100,7,L,5,0.9043489208615498
sub-EN100,7,L,10,0.9218888725640224
sub-EN100,7,L,20,0.9488871965625844
sub-EN100,7,L,40,0.9649962499942103
sub-EN100,7,L,60,0.9781958624277387
sub-EN100,7,L,80,0.9881810046153607
sub-EN100,7,L,100,0.9937592835303292
sub-EN100,7,L,120,1.0
sub-EN100,7,R,1,0.8171818209746272
sub-EN100,7,R,2,0.8202785060483284
sub-EN100,7,R,3,0.8285378007840953
sub-EN100,7,R,5,0.8919738857247682
sub-EN100,7,R,10,0.9138334270827875
sub-EN100,7,R,20,0.9441972845415916
sub-EN100,7,R,40,0.9635986747912149
sub-EN100,7,R,60,0.9766631999705618
sub-EN100,7,R,80,0.987330344671133
sub-EN100,7,R,100,0.9939421303602188
sub-EN100,7,R,120,1.0
sub-EN100,8,L,1,0.7760922318062118
sub-EN100,8,L,2,0.7851640394687188
sub-EN100,8,L,3,0.8167632325647959
sub-EN100,8,L,5,0.872163126465582
sub-EN100,8,L,10,0.8999726268194027
sub-EN100,8,L,20,0.9357331892699826
sub-EN100,8,L,40,0.9573229227224894
sub-EN100,8,L,60,0.9734824444720152
sub-EN100,8,L,80,0.9848137052288257
sub-EN100,8,L,100,0.9925675447616601
sub-EN100,8,L,120,1.0
sub-EN100,8,R,1,0.7498465300802979
sub-EN100,8,R,2,0.7639934862756665
sub-EN100,8,R,3,0.7803665036712824
sub-EN100,8,R,5,0.8527794407674816
sub-EN100,8,R,10,0.8863823769407572
sub-EN100,8,R,20,0.9264459292836746
sub-EN100,8,R,40,0.9526500557702662
sub-EN100,8,R,60,0.9686105035850681
sub-EN100,8,R,80,0.9824974005791612
sub-EN100,8,R,100,0.9925380278363218
sub-EN100,8,R,120,1.0
sub-EN100,9,L,1,0.8243137705220679
sub-EN100,9,L,2,0.827407103575341
sub-EN100,9,L,3,0.8467172430122195
sub-EN100,9,L,5,0.8963230693234336
sub-EN100,9,L,10,0.9150009458242505
sub-EN100,9,L,20,0.9431083151151274
sub-EN100,9,L,40,0.9618009858655644
sub-EN100,9,L,60,0.9767960829955222
sub-EN100,9,L,80,0.9872120977936083
sub-EN100,9,L,100,0.9934744840401147
sub-EN100,9,L,120,1.0
sub-EN100,9,R,1,0.8020354077996295
sub-EN100,9,R,2,0.8065306224567089
sub-EN100,9,R,3,0.8162277139542866
sub-EN100,9,R,5,0.882871946051545
sub-EN100,9,R,10,0.9071948761487624
sub-EN100,9,R,20,0.9404715674330241
sub-EN100,9,R,40,0.9609835253642717
sub-EN100,9,R,60,0.9745724393929989
sub-EN100,9,R,80,0.9861009071477981
sub-EN100,9,R,100,0.9938670348042528
sub-EN100,9,R,120,1.0
sub-EN101,10,L,1,0.8099953470734846
sub-EN101,10,L,2,0.8146128790703802
sub-EN101,10,L,3,0.8325341011983481
sub-EN101,10,L,5,0.886955903478339
sub-EN101,10,L,10,0.9065885182234772
sub-EN101,10,L,20,0.9384267745701742
sub-EN101,10,L,40,0.9608011134716862
sub-EN101,10,L,60,0.9758761294373215
sub-EN101,10,L,80,0.987748980928325
sub-EN101,10,L,100,0.9943321994336962
sub-EN101,10,L,120,1.0
sub-EN101,10,R,1,0.7920856355395174
sub-EN101,10,R,2,0.796087027671545
sub-EN101,10,R,3,0.8050904715383254
sub-EN101,10,R,5,0.8751547681875195
sub-EN101,10,R,10,0.9022234262698239
sub-EN101,10,R,20,0.9374466106539018
sub-EN101,10,R,40,0.9620063836160279
sub-EN101,10,R,60,0.9753680029576322
sub-EN101,10,R,80,0.9869132037498631
sub-EN101,10,R,100,0.9941217066886321
sub-EN101,10,R,120,1.0
sub-EN101,11,L,1,0.8065181762354598
sub-EN101,11,L,2,0.8119758119905113
sub-EN101,11,L,3,0.8291437158501579
sub-EN101,11,L,5,0.8815654677325805
sub-EN101,11,L,10,0.9028207538918099
sub-EN101,11,L,20,0.9350231756600934
sub-EN101,11,L,40,0.9581378344890686
sub-EN101,11,L,60,0.9745409499193032
sub-EN101,11,L,80,0.9865238707337757
sub-EN101,11,L,100,0.9939277440236374
sub-EN101,11,L,120,1.0
sub-EN101,11,R,1,0.7930057194341559
sub-EN101,11,R,2,0.7977236736382157
sub-EN101,11,R,3,0.8057084235707612
sub-EN101,11,R,5,0.8716530250280715
sub-EN101,11,R,10,0.8992029394155507
sub-EN101,11,R,20,0.9348743912202165
sub-EN101,11,R,40,0.959691478409178
sub-EN101,11,R,60,0.9742686628672825
sub-EN101,11,R,80,0.9858990071389311
sub-EN101,11,R,100,0.993814862888473
sub-EN101,11,R,120,1.0
sub-EN101,12,L,1,0.7942513626794016
sub-EN101,12,L,2,0.7984880032790765
sub-EN101,12,L,3,0.8175634289511792
sub-EN101,12,L,5,0.8680678084022196
sub-EN101,12,L,10,0.901897120430352
sub-EN101,12,L,20,0.9350246038327246
sub-EN101,12,L,40,0.9577076144488491
sub-EN101,12,L,60,0.974095810870574
sub-EN101,12,L,80,0.9866345107007273
sub-EN101,12,L,100,0.9936033352200367
sub-EN101,12,L,120,1.0
sub-EN101,12,R,1,0.7701301214664564
sub-EN101,12,R,2,0.774308509934203
sub-EN101,12,R,3,0.7847801586797131
sub-EN101,12,R,5,0.8541963809755102
sub-EN101,12,R,10,0.8967925118347243
sub-EN101,12,R,20,0.9317808070085338
sub-EN101,12,R,40,0.9571316139759853
sub-EN101,12,R,60,0.9720587524925914
sub-EN101,12,R,80,0.984385629395021
sub-EN101,12,R,100,0.992727629691285
sub-EN101,12,R,120,1.0
sub-EN101,13,L,1,0.8113608170299131
sub-EN101,13,L,2,0.8159150842614072
sub-EN101,13,L,3,0.8322082493860081
sub-EN101,13,L,5,0.8842458454991121
sub-EN101,13,L,10,0.9047222272942148
sub-EN101,13,L,20,0.9368601315612667
sub-EN101,13,L,40,0.9590179861490252
sub-EN101,13,L,60,0.9750550041968281
sub-EN101,13,L,80,0.9869437900257206
sub-EN101,13,L,100,0.9938402193278562
sub-EN101,13,L,120,1.0
sub-EN101,13,R,1,0.7928422026025042
sub-EN101,13,R,2,0.7968349589145615
sub-EN101,13,R,3,0.8067516782983435
sub-EN101,13,R,5,0.8738685216272636
sub-EN101,13,R,10,0.9010544767112928
sub-EN101,13,R,20,0.9362699043640705
sub-EN101,13,R,40,0.9605359564366945
sub-EN101,13,R,60,0.9750696419623472
sub-EN101,13,R,80,0.9868931491847986
sub-EN101,13,R,100,0.9939175955669337
sub-EN101,13,R,120,1.0
sub-EN101,14,L,1,0.7871263645029212
sub-EN101,14,L,2,0.7908485806485963
sub-EN101,14,L,3,0.8148926829441291
sub-EN101,14,L,5,0.8678736863436305
sub-EN101,14,L,10,0.8904806680668514
sub-EN101,14,L,20,0.9262689191186511
sub-EN101,14,L,40,0.9516352389448823
sub-EN101,14,L,60,0.9689329869881333
sub-EN101,14,L,80,0.9825878063897315
sub-EN101,14,L,100,0.991023705648507
sub-EN101,14,L,120,1.0
sub-EN101,14,R,1,0.7696403455787191
sub-EN101,14,R,2,0.7735828195772507
sub-EN101,14,R,3,0.7833978110413209
sub-EN101,14,R,5,0.8527466577532365
sub-EN101,14,R,10,0.881428142895224
sub-EN101,14,R,20,0.9222572593832059
sub-EN101,14,R,40,0.9512377958146884
sub-EN101,14,R,60,0.9686614759523254
sub-EN101,14,R,80,0.9821336719309547
sub-EN101,14,R,100,0.9917392151837234
sub-EN101,14,R,120,1.0
sub-EN101,6,L,1,0.8159904333137536
sub-EN101,6,L,2,0.8184390512721881
sub-EN101,6,L,3,0.8365591548146141
sub-EN101,6,L,5,0.88454505868523
sub-EN101,6,L,10,0.9047919348490472
sub-EN101,6,L,20,0.9363138332505685
sub-EN101,6,L,40,0.9570711722337557
sub-EN101,6,L,60,0.9738606367004146
sub-EN101,6,L,80,0.98562954052581
sub-EN101,6,L,100,0.9933202784285519
sub-EN101,6,L,120,1.0
sub-EN101,6,R,1,0.8027155633923845
sub-EN101,6,R,2,0.8054983448315642
sub-EN101,6,R,3,0.8150050606538564
sub-EN101,6,R,5,0.8787688505156024
sub-EN101,6,R,10,0.9033934948445198
sub-EN101,6,R,20,0.937394183889361
sub-EN101,6,R,40,0.9588804716443259
sub-EN101,6,R,60,0.9741260422319954
sub-EN101,6,R,80,0.9852991114648323
sub-EN101,6,R,100,0.9932349816500149
sub-EN101,6,R,120,1.0
sub-EN101,7,L,1,0.8055518177945807
sub-EN101,7,L,2,0.8109700780524407
sub-EN101,7,L,3,0.8291977194523927
sub-EN101,7,L,5,0.8792681257905478
sub-EN101,7,L,10,0.9005553535631795
sub-EN101,7,L,20,0.9331691483157393
sub-EN101,7,L,40,0.9547570945048375
sub-EN101,7,L,60,0.9719302100513953
sub-EN101,7,L,80,0.9844212695636658
sub-EN101,7,L,100,0.9926482067064224
sub-EN101,7,L,120,1.0
sub-EN101,7,R,1,0.7934911392306839
sub-EN101,7,R,2,0.7992946587485962
sub-EN101,7,R,3,0.8083949161247248
sub-EN101,7,R,5,0.8764310048137324
sub-EN101,7,R,10,0.9034818720918687
sub-EN101,7,R,20,0.9374700401888056
sub-EN101,7,R,40,0.9599263988740678
sub-EN101,7,R,60,0.9743887904199872
sub-EN101,7,R,80,0.9861665395752951
sub-EN101,7,R,100,0.9934388929155173
sub-EN101,7,R,120,1.0
sub-EN101,8,L,1,0.780347623344668
sub-EN101,8,L,2,0.7876292057669082
sub-EN101,8,L,3,0.8058675305743922
sub-EN101,8,L,5,0.8584051133045799
sub-EN101,8,L,10,0.8801650756904291
sub-EN101,8,L,20,0.9163754207288222
sub-EN101,8,L,40,0.9457190856197691
sub-EN101,8,L,60,0.9668479751191886
sub-EN101,8,L,80,0.9815421567492345
sub-EN101,8,L,100,0.9922243564115507
sub-EN101,8,L,120,1.0
sub-EN101,8,R,1,0.7679090479369087
sub-EN101,8,R,2,0.7739839614543859
sub-EN101,8,R,3,0.784870401394156
sub-EN101,8,R,5,0.8535567777658953
sub-EN101,8,R,10,0.8811853205030149
sub-EN101,8,R,20,0.9202716600621573
sub-EN101,8,R,40,0.9486483259781046
sub-EN101,8,R,60,0.9680389850567757
sub-EN101,8,R,80,0.9819472947810198
sub-EN101,8,R,100,0.9918674391358123
sub-EN101,8,R,120,1.0
sub-EN101,9,L,1,0.779962279038984
sub-EN101,9,L,2,0.7871300285422997
sub-EN101,9,L,3,0.813032669323154
sub-EN101,9,L,5,0.8639367087058141
sub-EN101,9,L,10,0.8877031385545417
sub-EN101,9,L,20,0.924080981544968
sub-EN101,9,L,40,0.9491348952393309
sub-EN101,9,L,60,0.9681156124196795
sub-EN101,9,L,80,0.9831376259258251
sub-EN101,9,L,100,0.9923827293834946
sub-EN101,9,L,120,1.0
sub-EN101,9,R,1,0.7838445337975559
sub-EN101,9,R,2,0.7906701727440423
sub-EN101,9,R,3,0.8007119115461211
sub-EN101,9,R,5,0.8694101381130916
sub-EN101,9,R,10,0.8965280390824099
sub-EN101,9,R,20,0.9328289012218536
sub-EN101,9,R,40,0.9578576880422498
sub-EN101,9,R,60,0.9730761488555861
sub-EN101,9,R,80,0.9852809410802983
sub-EN101,9,R,100,0.9932358895815967
sub-EN101,9,R,120,1.0
sub-EN103,10,L,1,0.820025686879707
sub-EN103,10,L,2,0.8226278253515088
sub-EN103,10,L,3,0.8506952974215516
sub-EN103,10,L,5,0.8993099320582271
sub-EN103,10,L,10,0.9199872672020528
sub-EN103,10,L,20,0.9481993562724286
sub-EN103,10,L,40,0.9655990886334551
sub-EN103,10,L,60,0.978695107648207
sub-EN103,10,L,80,0.9884634687280314
sub-EN103,10,L,100,0.9944302079545534
sub-EN103,10,L,120,1.0
sub-EN103,10,R,1,0.7998857594686963
sub-EN103,10,R,2,0.813587949930704
sub-EN103,10,R,3,0.8244914929460456
sub-EN103,10,R,5,0.8943383512266445
sub-EN103,10,R,10,0.9181953595257094
sub-EN103,10,R,20,0.9481681656368706
sub-EN103,10,R,40,0.966833352450877
sub-EN103,10,R,60,0.9797801845526072
sub-EN103,10,R,80,0.989441914270319
sub-EN103,10,R,100,0.9946439216574098
sub-EN103,10,R,120,1.0
sub-EN103,11,L,1,0.7865287535743591
sub-EN103,11,L,2,0.7920440371733536
sub-EN103,11,L,3,0.8222518976264372
sub-EN103,11,L,5,0.8766653999458863
sub-EN103,11,L,10,0.9019769021706232
sub-EN103,11,L,20,0.9338494068020896
sub-EN103,11,L,40,0.9573673487500334
sub-EN103,11,L,60,0.973746274090926
sub-EN103,11,L,80,0.9853175402186727
sub-EN103,11,L,100,0.992600376204219
sub-EN103,11,L,120,1.0
sub-EN103,11,R,1,0.7698561994580687
sub-EN103,11,R,2,0.7764920194356356
sub-EN103,11,R,3,0.7903129117415639
sub-EN103,11,R,5,0.8687674236026173
sub-EN103,11,R,10,0.9004728880720055
sub-EN103,11,R,20,0.9333957572883341
sub-EN103,11,R,40,0.9563047161865369
sub-EN103,11,R,60,0.9713406465739819
sub-EN103,11,R,80,0.9834038456061532
sub-EN103,11,R,100,0.9920018660280209
sub-EN103,11,R,120,1.0
sub-EN103,12,L,1,0.8021738122246981
sub-EN103,12,L,2,0.8086696728969188
sub-EN103,12,L,3,0.8342911176517032
sub-EN103,12,L,5,0.886576168548827
sub-EN103,12,L,10,0.9082992244570366
sub-EN103,12,L,20,0.9393480769932682
sub-EN103,12,L,40,0.9588942142943755
sub-EN103,12,L,60,0.9757455772373632
sub-EN103,12,L,80,0.9867512908603724
sub-EN103,12,L,100,0.9933775529510075
sub-EN103,12,L,120,1.0
sub-EN103,12,R,1,0.7824405050565476
sub-EN103,12,R,2,0.7895587699637422
sub-EN103,12,R,3,0.8017911760095875
sub-EN103,12,R,5,0.8762412429647702
sub-EN103,12,R,10,0.9049255159947859
sub-EN103,12,R,20,0.937551242788573
sub-EN103,12,R,40,0.9593254212385512
sub-EN103,12,R,60,0.9733660223765893
sub-EN103,12,R,80,0.9856285318270656
sub-EN103,12,R,100,0.9928357648853389
sub-EN103,12,R,120,1.0
sub-EN103,13,L,1,0.8074319253233628
sub-EN103,13,L,2,0.8137156953744539
sub-EN103,13,L,3,0.8385186296910666
sub-EN103,13,L,5,0.8899911498441831
sub-EN103,13,L,10,0.9135533205730818
sub-EN103,13,L,20,0.9452374869460451
sub-EN103,13,L,40,0.9636174220253962
sub-EN103,13,L,60,0.9781080636377661
sub-EN103,13,L,80,0.9879484566306018
sub-EN103,13,L,100,0.9940210287784348
sub-EN103,13,L,120,1.0
sub-EN103,13,R,1,0.7871428059075903
sub-EN103,13,R,2,0.7956917037896246
sub-EN103,13,R,3,0.806499640699581
sub-EN103,13,R,5,0.8800952588078901
sub-EN103,13,R,10,0.9106485319909554
sub-EN103,13,R,20,0.9425549867828068
sub-EN103,13,R,40,0.9644670145190029
sub-EN103,13,R,60,0.9771771567533912
sub-EN103,13,R,80,0.9875467109269647
sub-EN103,13,R,100,0.9939168724829158
sub-EN103,13,R,120,1.0
sub-EN103,14,L,1,0.7936387784881531
