subject,run,hemi,K,r2
sub-EN065,14,L,20,0.9521523693607132
sub-EN065,14,L,40,0.9673411790475899
sub-EN065,14,L,60,0.9803330299103584
sub-EN065,14,L,80,0.9894441288831007
sub-EN065,14,L,100,0.995408136983366
sub-EN065,14,L,120,1.0
sub-EN065,14,R,1,0.8264654599170327
sub-EN065,14,R,2,0.8280354970735084
sub-EN065,14,R,3,0.8349406840117884
sub-EN065,14,R,5,0.8963377684093935
sub-EN065,14,R,10,0.9205056020863687
sub-EN065,14,R,20,0.9484943826742028
sub-EN065,14,R,40,0.9670784038316073
sub-EN065,14,R,60,0.9786284473138214
sub-EN065,14,R,80,0.9883731918623264
sub-EN065,14,R,100,0.9942136921675708
sub-EN065,14,R,120,1.0
sub-EN065,15,L,1,0.8482998663659377
sub-EN065,15,L,2,0.8514565661054837
sub-EN065,15,L,3,0.8661274591287116
sub-EN065,15,L,5,0.9136130829434866
sub-EN065,15,L,10,0.9325542516880241
sub-EN065,15,L,20,0.9566461810735098
sub-EN065,15,L,40,0.9707395352428717
sub-EN065,15,L,60,0.9825919939094344
sub-EN065,15,L,80,0.9910236351774817
sub-EN065,15,L,100,0.9960009808335163
sub-EN065,15,L,120,1.0
sub-EN065,15,R,1,0.8327113594643687
sub-EN065,15,R,2,0.8345875585346935
sub-EN065,15,R,3,0.8411560264983349
sub-EN065,15,R,5,0.9028641553679218
sub-EN065,15,R,10,0.9269548542406096
sub-EN065,15,R,20,0.9540310445090913
sub-EN065,15,R,40,0.9701765918184568
sub-EN065,15,R,60,0.9809060029826122
sub-EN065,15,R,80,0.9900195426721177
sub-EN065,15,R,100,0.9954706229080134
sub-EN065,15,R,120,1.0
sub-EN065,16,L,1,0.8473087499558942
sub-EN065,16,L,2,0.8497367328959289
sub-EN065,16,L,3,0.8659976355501512
sub-EN065,16,L,5,0.913161168351764
sub-EN065,16,L,10,0.9319216112902022
sub-EN065,16,L,20,0.9557544775011003
sub-EN065,16,L,40,0.9697594263707023
sub-EN065,16,L,60,0.9819407457397665
sub-EN065,16,L,80,0.9904964664779851
sub-EN065,16,L,100,0.9956691323587684
sub-EN065,16,L,120,1.0
sub-EN065,16,R,1,0.819492414035871
sub-EN065,16,R,2,0.8224154362716481
sub-EN065,16,R,3,0.8324765850344773
sub-EN065,16,R,5,0.8972295697718541
sub-EN065,16,R,10,0.9223979878676115
sub-EN065,16,R,20,0.951721517358531
sub-EN065,16,R,40,0.9699961166439558
sub-EN065,16,R,60,0.9812208517146402
sub-EN065,16,R,80,0.9902033641966441
sub-EN065,16,R,100,0.9955109026879825
sub-EN065,16,R,120,1.0
sub-EN065,8,L,1,0.8480659450030147
sub-EN065,8,L,2,0.8505462691663904
sub-EN065,8,L,3,0.8680822238801225
sub-EN065,8,L,5,0.9155423785865122
sub-EN065,8,L,10,0.9346098158626298
sub-EN065,8,L,20,0.9583595164225173
sub-EN065,8,L,40,0.9714273239210363
sub-EN065,8,L,60,0.9826999255960341
sub-EN065,8,L,80,0.991062064986451
sub-EN065,8,L,100,0.9955816190602876
sub-EN065,8,L,120,1.0
sub-EN065,8,R,1,0.8186211252246396
sub-EN065,8,R,2,0.8236296591373091
sub-EN065,8,R,3,0.8313885417242862
sub-EN065,8,R,5,0.8949726578199099
sub-EN065,8,R,10,0.921163794658582
sub-EN065,8,R,20,0.9504153794565078
sub-EN065,8,R,40,0.9700944785282457
sub-EN065,8,R,60,0.9809368901230733
sub-EN065,8,R,80,0.9899143035765048
sub-EN065,8,R,100,0.995209995878404
sub-EN065,8,R,120,1.0
sub-EN065,9,L,1,0.8502130794632151
sub-EN065,9,L,2,0.8517031311486823
sub-EN065,9,L,3,0.8675878505377626
sub-EN065,9,L,5,0.9132683796043604
sub-EN065,9,L,10,0.9317254751765074
sub-EN065,9,L,20,0.9555840167390282
sub-EN065,9,L,40,0.9702327493400748
sub-EN065,9,L,60,0.9823654266784516
sub-EN065,9,L,80,0.9908007722050703
sub-EN065,9,L,100,0.9954327735431353
sub-EN065,9,L,120,1.0
sub-EN065,9,R,1,0.8306758636078517
sub-EN065,9,R,2,0.8318708093995956
sub-EN065,9,R,3,0.8385614729673082
sub-EN065,9,R,5,0.8987515907785655
sub-EN065,9,R,10,0.923671885880116
sub-EN065,9,R,20,0.9512531246629898
sub-EN065,9,R,40,0.9697670330122725
sub-EN065,9,R,60,0.9807609543930487
sub-EN065,9,R,80,0.9902480780303232
sub-EN065,9,R,100,0.9951965614562763
sub-EN065,9,R,120,1.0
sub-EN067,10,L,1,0.7625744125318766
sub-EN067,10,L,2,0.7759087355789936
sub-EN067,10,L,3,0.8065158857990306
sub-EN067,10,L,5,0.8661371233133177
sub-EN067,10,L,10,0.8913806123326635
sub-EN067,10,L,20,0.9304546111427051
sub-EN067,10,L,40,0.9557618550933279
sub-EN067,10,L,60,0.972158522610672
sub-EN067,10,L,80,0.9842558643071105
sub-EN067,10,L,100,0.9924232895796258
sub-EN067,10,L,120,1.0
sub-EN067,10,R,1,0.7601669097899978
sub-EN067,10,R,2,0.7685441317476034
sub-EN067,10,R,3,0.7827296381878854
sub-EN067,10,R,5,0.8622903463586173
sub-EN067,10,R,10,0.893438045656263
sub-EN067,10,R,20,0.9330147788053871
sub-EN067,10,R,40,0.9583308987739454
sub-EN067,10,R,60,0.9738856461588385
sub-EN067,10,R,80,0.9859793662167178
sub-EN067,10,R,100,0.9931372779778178
sub-EN067,10,R,120,1.0
sub-EN067,11,L,1,0.8001839271384581
sub-EN067,11,L,2,0.8045904901497979
sub-EN067,11,L,3,0.8314661413208181
sub-EN067,11,L,5,0.884983127019735
sub-EN067,11,L,10,0.9049968338223265
sub-EN067,11,L,20,0.9344091285558203
sub-EN067,11,L,40,0.9563184011380635
sub-EN067,11,L,60,0.9726236567847902
sub-EN067,11,L,80,0.9844859296435865
sub-EN067,11,L,100,0.9929734109267864
sub-EN067,11,L,120,1.0
sub-EN067,11,R,1,0.7973929897541319
sub-EN067,11,R,2,0.8002859342968237
sub-EN067,11,R,3,0.8115715128904666
sub-EN067,11,R,5,0.8866297735256047
sub-EN067,11,R,10,0.9112090229219277
sub-EN067,11,R,20,0.9410966409142688
sub-EN067,11,R,40,0.9628982248893145
sub-EN067,11,R,60,0.9751650462156556
sub-EN067,11,R,80,0.9872809508604846
sub-EN067,11,R,100,0.9942780771016276
sub-EN067,11,R,120,1.0
sub-EN067,12,L,1,0.7977070199955977
sub-EN067,12,L,2,0.808217176981219
sub-EN067,12,L,3,0.8320313458659641
sub-EN067,12,L,5,0.8806628643912737
sub-EN067,12,L,10,0.9030642884066613
sub-EN067,12,L,20,0.9334704741346262
sub-EN067,12,L,40,0.9568553736042889
sub-EN067,12,L,60,0.9736205667399364
sub-EN067,12,L,80,0.9850124807136527
sub-EN067,12,L,100,0.9928446301800589
sub-EN067,12,L,120,1.0
sub-EN067,12,R,1,0.7895590804353335
sub-EN067,12,R,2,0.8003797427197432
sub-EN067,12,R,3,0.8113118865164058
sub-EN067,12,R,5,0.8793185760391061
sub-EN067,12,R,10,0.9056891736500732
sub-EN067,12,R,20,0.9379528526566465
sub-EN067,12,R,40,0.9610635751685124
sub-EN067,12,R,60,0.9756760391822931
sub-EN067,12,R,80,0.9872737785647322
sub-EN067,12,R,100,0.9939805957104602
sub-EN067,12,R,120,1.0
sub-EN067,13,L,1,0.7701379452222248
sub-EN067,13,L,2,0.7820483405892349
sub-EN067,13,L,3,0.8144791642128314
sub-EN067,13,L,5,0.8666649633222019
sub-EN067,13,L,10,0.8902328677397012
sub-EN067,13,L,20,0.9272450783774098
sub-EN067,13,L,40,0.9530399487367415
sub-EN067,13,L,60,0.9707751329490903
sub-EN067,13,L,80,0.9829696547819714
sub-EN067,13,L,100,0.99212818189979
sub-EN067,13,L,120,1.0
sub-EN067,13,R,1,0.764597775005521
sub-EN067,13,R,2,0.7727004256386382
sub-EN067,13,R,3,0.7913692387455876
sub-EN067,13,R,5,0.8615968142484877
sub-EN067,13,R,10,0.8901189748074267
sub-EN067,13,R,20,0.9292334786984426
sub-EN067,13,R,40,0.9541662634095406
sub-EN067,13,R,60,0.9710185455315654
sub-EN067,13,R,80,0.9839725910532804
sub-EN067,13,R,100,0.9919391838263657
sub-EN067,13,R,120,1.0
sub-EN067,14,L,1,0.7989407231766649
sub-EN067,14,L,2,0.804969217499197
sub-EN067,14,L,3,0.8309500242958077
sub-EN067,14,L,5,0.8830441275404248
sub-EN067,14,L,10,0.9039096249402162
sub-EN067,14,L,20,0.9355198232176059
sub-EN067,14,L,40,0.9577875706331678
sub-EN067,14,L,60,0.9737514307927657
sub-EN067,14,L,80,0.9851714747081035
sub-EN067,14,L,100,0.9930412080677488
sub-EN067,14,L,120,1.0
sub-EN067,14,R,1,0.7824070145404725
sub-EN067,14,R,2,0.787828658846106
sub-EN067,14,R,3,0.8021301614353733
sub-EN067,14,R,5,0.8746895488001977
sub-EN067,14,R,10,0.9015060085917956
sub-EN067,14,R,20,0.9351875527617259
sub-EN067,14,R,40,0.9596753318457101
sub-EN067,14,R,60,0.9742911701154816
sub-EN067,14,R,80,0.986454967564925
sub-EN067,14,R,100,0.9935724737020901
sub-EN067,14,R,120,1.0
sub-EN067,15,L,1,0.8033734541571176
sub-EN067,15,L,2,0.8069401902622898
sub-EN067,15,L,3,0.8323487241032458
sub-EN067,15,L,5,0.8810087019975802
sub-EN067,15,L,10,0.9021265757900693
sub-EN067,15,L,20,0.9333505863086538
sub-EN067,15,L,40,0.9558699998701636
sub-EN067,15,L,60,0.9729042682106172
sub-EN067,15,L,80,0.9846491397346403
sub-EN067,15,L,100,0.9924392670882534
sub-EN067,15,L,120,1.0
sub-EN067,15,R,1,0.7963582606582308
sub-EN067,15,R,2,0.799745481358798
sub-EN067,15,R,3,0.8117595932209444
sub-EN067,15,R,5,0.8793225854244529
sub-EN067,15,R,10,0.9049957406610363
sub-EN067,15,R,20,0.9367134311074189
sub-EN067,15,R,40,0.9603470051721367
sub-EN067,15,R,60,0.9747271595651421
sub-EN067,15,R,80,0.9865316949101401
sub-EN067,15,R,100,0.9936862065898564
sub-EN067,15,R,120,1.0
sub-EN067,7,L,1,0.8204962196383528
sub-EN067,7,L,2,0.8234868874265997
sub-EN067,7,L,3,0.8468471770873659
sub-EN067,7,L,5,0.8959845359306601
sub-EN067,7,L,10,0.9152477353931934
sub-EN067,7,L,20,0.9431338684725298
sub-EN067,7,L,40,0.96175747657338
sub-EN067,7,L,60,0.9766618444296935
sub-EN067,7,L,80,0.9871708327039493
sub-EN067,7,L,100,0.9938959742678581
sub-EN067,7,L,120,1.0
sub-EN067,7,R,1,0.793810970056223
sub-EN067,7,R,2,0.802180772334101
sub-EN067,7,R,3,0.8132157065347142
sub-EN067,7,R,5,0.8865078061416438
sub-EN067,7,R,10,0.9121847005084556
sub-EN067,7,R,20,0.943011066719961
sub-EN067,7,R,40,0.9637237231215751
sub-EN067,7,R,60,0.9765637084591394
sub-EN067,7,R,80,0.9882047917095764
sub-EN067,7,R,100,0.9948121534689947
sub-EN067,7,R,120,1.0
sub-EN067,8,L,1,0.8107247409096524
sub-EN067,8,L,2,0.8154007680816798
sub-EN067,8,L,3,0.8402310665055622
sub-EN067,8,L,5,0.8894523826075466
sub-EN067,8,L,10,0.9098087403404471
sub-EN067,8,L,20,0.9389536782972379
sub-EN067,8,L,40,0.9593078941810624
sub-EN067,8,L,60,0.9749768304271824
sub-EN067,8,L,80,0.9858077981231382
sub-EN067,8,L,100,0.9934942740966219
sub-EN067,8,L,120,1.0
sub-EN067,8,R,1,0.7939416436124715
sub-EN067,8,R,2,0.7996244491003054
sub-EN067,8,R,3,0.8120992687122356
sub-EN067,8,R,5,0.8823002264605849
sub-EN067,8,R,10,0.9082638279131483
sub-EN067,8,R,20,0.9390560527159153
sub-EN067,8,R,40,0.9618329811434998
sub-EN067,8,R,60,0.9756020121466488
sub-EN067,8,R,80,0.9875081589353298
sub-EN067,8,R,100,0.9942834636585777
sub-EN067,8,R,120,1.0
sub-EN067,9,L,1,0.7913391491583763
sub-EN067,9,L,2,0.7987383777221561
sub-EN067,9,L,3,0.8273733805055359
sub-EN067,9,L,5,0.8818149534950549
sub-EN067,9,L,10,0.9036273888954399
sub-EN067,9,L,20,0.9350241080010696
sub-EN067,9,L,40,0.9562360141329215
sub-EN067,9,L,60,0.9730387206387355
sub-EN067,9,L,80,0.9844160654086365
sub-EN067,9,L,100,0.9924611529700629
sub-EN067,9,L,120,1.0
sub-EN067,9,R,1,0.7806854147815789
sub-EN067,9,R,2,0.7861281122155737
sub-EN067,9,R,3,0.8003757407142632
sub-EN067,9,R,5,0.8751139293700497
sub-EN067,9,R,10,0.9012164534604502
sub-EN067,9,R,20,0.9341042152535567
sub-EN067,9,R,40,0.9581109845437089
sub-EN067,9,R,60,0.973256077225348
sub-EN067,9,R,80,0.9853048312995714
sub-EN067,9,R,100,0.9931162047203718
sub-EN067,9,R,120,1.0
sub-EN068,10,L,1,0.814341754220303
sub-EN068,10,L,2,0.8194280408273286
sub-EN068,10,L,3,0.8345533357342931
sub-EN068,10,L,5,0.8823790774738607
sub-EN068,10,L,10,0.9056820709007922
sub-EN068,10,L,20,0.9374203346630894
sub-EN068,10,L,40,0.95947135717938
sub-EN068,10,L,60,0.9742591296778305
sub-EN068,10,L,80,0.985818865570242
sub-EN068,10,L,100,0.9936107097706394
sub-EN068,10,L,120,1.0
sub-EN068,10,R,1,0.7832445800369559
sub-EN068,10,R,2,0.7862486501986902
sub-EN068,10,R,3,0.7964600996162496
sub-EN068,10,R,5,0.8561598134437018
sub-EN068,10,R,10,0.8878317756520692
sub-EN068,10,R,20,0.9280642022200004
sub-EN068,10,R,40,0.9531949177669341
sub-EN068,10,R,60,0.9685847862402616
sub-EN068,10,R,80,0.9817737678781403
sub-EN068,10,R,100,0.9924204056552914
sub-EN068,10,R,120,1.0
sub-EN068,11,L,1,0.8083467443584366
sub-EN068,11,L,2,0.8121907917871177
sub-EN068,11,L,3,0.8283558582963425
sub-EN068,11,L,5,0.8781430337860556
sub-EN068,11,L,10,0.9019205973490504
sub-EN068,11,L,20,0.9345064912359251
sub-EN068,11,L,40,0.9573970070467022
sub-EN068,11,L,60,0.9732576602035582
sub-EN068,11,L,80,0.9852277998943093
sub-EN068,11,L,100,0.9932518339615986
sub-EN068,11,L,120,1.0
sub-EN068,11,R,1,0.7723822794700087
sub-EN068,11,R,2,0.7788271741254716
sub-EN068,11,R,3,0.789585249340057
sub-EN068,11,R,5,0.8537982704200442
sub-EN068,11,R,10,0.8858924301776626
sub-EN068,11,R,20,0.926191480304245
sub-EN068,11,R,40,0.9543874254518002
sub-EN068,11,R,60,0.9703180143817601
sub-EN068,11,R,80,0.9833927764857932
sub-EN068,11,R,100,0.9927126791859646
sub-EN068,11,R,120,1.0
sub-EN068,12,L,1,0.8220751640459368
sub-EN068,12,L,2,0.8270089447907343
sub-EN068,12,L,3,0.8429427961353578
sub-EN068,12,L,5,0.8931576243935353
sub-EN068,12,L,10,0.9129652115891022
sub-EN068,12,L,20,0.9446034548652765
sub-EN068,12,L,40,0.9639573235283659
sub-EN068,12,L,60,0.9778835468011907
sub-EN068,12,L,80,0.98785542122439
sub-EN068,12,L,100,0.9945537221999478
sub-EN068,12,L,120,1.0
sub-EN068,12,R,1,0.8015753131994457
sub-EN068,12,R,2,0.806583904162597
sub-EN068,12,R,3,0.8151255187355527
sub-EN068,12,R,5,0.8791168278065435
sub-EN068,12,R,10,0.9057354239197768
sub-EN068,12,R,20,0.9410973392759253
sub-EN068,12,R,40,0.9625058842299596
sub-EN068,12,R,60,0.9755223106148672
sub-EN068,12,R,80,0.98688360451836
sub-EN068,12,R,100,0.993655286620341
sub-EN068,12,R,120,1.0
sub-EN068,13,L,1,0.7901912594394207
sub-EN068,13,L,2,0.7958117155072345
sub-EN068,13,L,3,0.8208406131226069
sub-EN068,13,L,5,0.8716227478575984
sub-EN068,13,L,10,0.8957510218647283
sub-EN068,13,L,20,0.9296726171476101
sub-EN068,13,L,40,0.953864304798742
sub-EN068,13,L,60,0.9719506417315963
sub-EN068,13,L,80,0.9839543956697686
sub-EN068,13,L,100,0.9929385180631749
sub-EN068,13,L,120,1.0
sub-EN068,13,R,1,0.75053530884717
sub-EN068,13,R,2,0.7587867839781038
sub-EN068,13,R,3,0.7774965142505156
sub-EN068,13,R,5,0.8549448627902576
sub-EN068,13,R,10,0.8876150107009891
sub-EN068,13,R,20,0.9263686341270049
sub-EN068,13,R,40,0.95263299748217
sub-EN068,13,R,60,0.9689605988469362
sub-EN068,13,R,80,0.9841091365815602
sub-EN068,13,R,100,0.992133149408341
sub-EN068,13,R,120,1.0
sub-EN068,14,L,1,0.8038946449804583
sub-EN068,14,L,2,0.8112261862961931
sub-EN068,14,L,3,0.829593457803679
sub-EN068,14,L,5,0.8815941747338174
sub-EN068,14,L,10,0.9053855169094992
sub-EN068,14,L,20,0.9382936883140612
sub-EN068,14,L,40,0.9601012131146517
sub-EN068,14,L,60,0.9752893858749032
sub-EN068,14,L,80,0.9862554744088045
sub-EN068,14,L,100,0.9937027554795341
sub-EN068,14,L,120,1.0
sub-EN068,14,R,1,0.756041424088486
sub-EN068,14,R,2,0.7669321638013521
sub-EN068,14,R,3,0.7850014135379458
sub-EN068,14,R,5,0.8596045061750756
sub-EN068,14,R,10,0.8924642027665882
sub-EN068,14,R,20,0.9317112219665911
sub-EN068,14,R,40,0.957831655548599
sub-EN068,14,R,60,0.973198563082552
sub-EN068,14,R,80,0.9856534145614746
sub-EN068,14,R,100,0.9938629976888408
sub-EN068,14,R,120,1.0
sub-EN068,15,L,1,0.8153546664159643
sub-EN068,15,L,2,0.8225352381477308
sub-EN068,15,L,3,0.8385228727682484
sub-EN068,15,L,5,0.8913752246010713
sub-EN068,15,L,10,0.9124402992818741
sub-EN068,15,L,20,0.942769619926557
sub-EN068,15,L,40,0.9630059219270646
sub-EN068,15,L,60,0.9777786093278149
sub-EN068,15,L,80,0.9875378822100834
sub-EN068,15,L,100,0.9943898719960101
sub-EN068,15,L,120,1.0
sub-EN068,15,R,1,0.7489842608298838
sub-EN068,15,R,2,0.7614081387610008
sub-EN068,15,R,3,0.7794622020392982
sub-EN068,15,R,5,0.8645420296553356
sub-EN068,15,R,10,0.8959681951116134
sub-EN068,15,R,20,0.9345990094288908
sub-EN068,15,R,40,0.9607475020887527
sub-EN068,15,R,60,0.9748474709684013
sub-EN068,15,R,80,0.9863372637963448
sub-EN068,15,R,100,0.9935840285348853
sub-EN068,15,R,120,1.0
sub-EN068,16,L,1,0.8012128512612285
sub-EN068,16,L,2,0.8062647348674025
sub-EN068,16,L,3,0.82586613864498
sub-EN068,16,L,5,0.8771572290391736
sub-EN068,16,L,10,0.9014271986019431
sub-EN068,16,L,20,0.9345312191920304
sub-EN068,16,L,40,0.9575087940747176
sub-EN068,16,L,60,0.9739576550221877
sub-EN068,16,L,80,0.9856053378993145
sub-EN068,16,L,100,0.9934678016341356
sub-EN068,16,L,120,1.0
sub-EN068,16,R,1,0.7614881288076149
sub-EN068,16,R,2,0.7717264211852775
sub-EN068,16,R,3,0.7850418488264737
sub-EN068,16,R,5,0.8607940857909407
sub-EN068,16,R,10,0.89200973368942
sub-EN068,16,R,20,0.9299403365232481
sub-EN068,16,R,40,0.9566299515127153
sub-EN068,16,R,60,0.9728266480192344
sub-EN068,16,R,80,0.9853950203156306
sub-EN068,16,R,100,0.9930672480152334
sub-EN068,16,R,120,1.0
sub-EN068,8,L,1,0.8306698332722559
sub-EN068,8,L,2,0.8331308998356984
sub-EN068,8,L,3,0.8509483956722171
sub-EN068,8,L,5,0.897862906784324
sub-EN068,8,L,10,0.918685076099791
sub-EN068,8,L,20,0.9467326142158885
sub-EN068,8,L,40,0.9648003381215768
sub-EN068,8,L,60,0.978136488391568
sub-EN068,8,L,80,0.9880620763506047
sub-EN068,8,L,100,0.9946474297679626
sub-EN068,8,L,120,1.0
sub-EN068,8,R,1,0.8151232393031019
sub-EN068,8,R,2,0.8166356265037279
sub-EN068,8,R,3,0.8265398030072932
sub-EN068,8,R,5,0.888097765222155
sub-EN068,8,R,10,0.9110314127565136
sub-EN068,8,R,20,0.9421017283363721
sub-EN068,8,R,40,0.9633594985485266
sub-EN068,8,R,60,0.9764539039333509
sub-EN068,8,R,80,0.9873398168213985
sub-EN068,8,R,100,0.9937115559780044
sub-EN068,8,R,120,1.0
sub-EN068,9,L,1,0.8280658812376941
sub-EN068,9,L,2,0.8319136381636218
sub-EN068,9,L,3,0.8484202865931706
sub-EN068,9,L,5,0.8969256751450958
sub-EN068,9,L,10,0.9174096209523706
sub-EN068,9,L,20,0.9453345712869596
sub-EN068,9,L,40,0.9634734571989365
sub-EN068,9,L,60,0.9778575963459774
sub-EN068,9,L,80,0.9878887235317146
sub-EN068,9,L,100,0.9942573103304494
sub-EN068,9,L,120,1.0
sub-EN068,9,R,1,0.8155753697550073
sub-EN068,9,R,2,0.8178396614614961
sub-EN068,9,R,3,0.8254858242602742
sub-EN068,9,R,5,0.8880495891019862
sub-EN068,9,R,10,0.9120464762546436
sub-EN068,9,R,20,0.9438016092225137
sub-EN068,9,R,40,0.9637578688944969
sub-EN068,9,R,60,0.9769773310789118
sub-EN068,9,R,80,0.9879319385524455
sub-EN068,9,R,100,0.9941593188971977
sub-EN068,9,R,120,1.0
sub-EN069,10,L,1,0.8275825496045441
sub-EN069,10,L,2,0.8308929330108917
sub-EN069,10,L,3,0.8499767735093537
sub-EN069,10,L,5,0.8997740255522712
sub-EN069,10,L,10,0.917927916670778
sub-EN069,10,L,20,0.9456827224604863
sub-EN069,10,L,40,0.9634934405760633
sub-EN069,10,L,60,0.9778150574660467
sub-EN069,10,L,80,0.9885151550278981
sub-EN069,10,L,100,0.9947404349203276
sub-EN069,10,L,120,1.0
sub-EN069,10,R,1,0.8075299417323571
sub-EN069,10,R,2,0.8121452072758019
sub-EN069,10,R,3,0.820319437410725
sub-EN069,10,R,5,0.886590634570706
sub-EN069,10,R,10,0.9106100793136216
sub-EN069,10,R,20,0.9423061321553926
sub-EN069,10,R,40,0.9620631447341236
sub-EN069,10,R,60,0.9759644946959384
sub-EN069,10,R,80,0.98684816852971
sub-EN069,10,R,100,0.9939692895061273
sub-EN069,10,R,120,1.0
sub-EN069,11,L,1,0.8073272655029722
sub-EN069,11,L,2,0.8108438437005874
sub-EN069,11,L,3,0.8382505160977802
sub-EN069,11,L,5,0.8864352219626944
sub-EN069,11,L,10,0.9072697787313556
sub-EN069,11,L,20,0.9385008865515785
sub-EN069,11,L,40,0.9588809614118124
sub-EN069,11,L,60,0.9741766696455544
sub-EN069,11,L,80,0.9860995660143037
sub-EN069,11,L,100,0.9944687822720525
sub-EN069,11,L,120,1.0
sub-EN069,11,R,1,0.7856423449164485
sub-EN069,11,R,2,0.7903534474285004
sub-EN069,11,R,3,0.8040842991111069
sub-EN069,11,R,5,0.8735539958661137
sub-EN069,11,R,10,0.8995489909686503
sub-EN069,11,R,20,0.9338446669314133
sub-EN069,11,R,40,0.9572860499203762
sub-EN069,11,R,60,0.9719614443904572
sub-EN069,11,R,80,0.9851389780088656
sub-EN069,11,R,100,0.9931373322965086
sub-EN069,11,R,120,1.0
sub-EN069,12,L,1,0.8159880504484268
sub-EN069,12,L,2,0.8201813342732792
sub-EN069,12,L,3,0.8413939052338278
sub-EN069,12,L,5,0.8940755264869346
sub-EN069,12,L,10,0.9130650458358792
sub-EN069,12,L,20,0.9424135173727449
sub-EN069,12,L,40,0.9611740197281216
sub-EN069,12,L,60,0.9769377650934261
sub-EN069,12,L,80,0.9885837534012026
sub-EN069,12,L,100,0.9945184502073505
sub-EN069,12,L,120,1.0
sub-EN069,12,R,1,0.7866417515639876
sub-EN069,12,R,2,0.7906821179422342
sub-EN069,12,R,3,0.8001469631978267
sub-EN069,12,R,5,0.8688750128062852
sub-EN069,12,R,10,0.8967546569864111
sub-EN069,12,R,20,0.9337900676271281
sub-EN069,12,R,40,0.9583239598617989
sub-EN069,12,R,60,0.973014555137027
sub-EN069,12,R,80,0.9856738659295282
sub-EN069,12,R,100,0.993515301236567
sub-EN069,12,R,120,1.0
sub-EN069,13,L,1,0.8400189922869026
sub-EN069,13,L,2,0.8428865576348192
sub-EN069,13,L,3,0.859076877209052
sub-EN069,13,L,5,0.9081952027118709
sub-EN069,13,L,10,0.9263112951438086
sub-EN069,13,L,20,0.952259935905213
sub-EN069,13,L,40,0.9683871142214273
sub-EN069,13,L,60,0.981670669205909
sub-EN069,13,L,80,0.9906320130373123
sub-EN069,13,L,100,0.9955877149333767
sub-EN069,13,L,120,1.0
sub-EN069,13,R,1,0.8182966168723683
sub-EN069,13,R,2,0.8211464451394321
sub-EN069,13,R,3,0.8299508671933105
sub-EN069,13,R,5,0.8935333073910225
sub-EN069,13,R,10,0.917729782053588
sub-EN069,13,R,20,0.9478639392317018
sub-EN069,13,R,40,0.9669507006295289
sub-EN069,13,R,60,0.9797123066035259
sub-EN069,13,R,80,0.9892902493967379
sub-EN069,13,R,100,0.9951901976087888
sub-EN069,13,R,120,1.0
sub-EN069,14,L,1,0.8172932601092388
sub-EN069,14,L,2,0.8238265437455747
sub-EN069,14,L,3,0.8453283963607182
sub-EN069,14,L,5,0.8951980021360503
sub-EN069,14,L,10,0.9157375350526102
sub-EN069,14,L,20,0.9456344602467741
sub-EN069,14,L,40,0.964200763877754
sub-EN069,14,L,60,0.978489388711271
sub-EN069,14,L,80,0.988840962154703
sub-EN069,14,L,100,0.9947466908109938
sub-EN069,14,L,120,1.0
sub-EN069,14,R,1,0.7955635062083424
sub-EN069,14,R,2,0.8066491825691183
sub-EN069,14,R,3,0.8165814651791617
sub-EN069,14,R,5,0.883179101130053
sub-EN069,14,R,10,0.909003598629411
sub-EN069,14,R,20,0.9415379941590126
sub-EN069,14,R,40,0.9617310490278164
sub-EN069,14,R,60,0.9757667422791342
sub-EN069,14,R,80,0.987679511004818
sub-EN069,14,R,100,0.9944332947034614
sub-EN069,14,R,120,1.0
sub-EN069,15,L,1,0.7920283038219114
sub-EN069,15,L,2,0.8015531111551963
sub-EN069,15,L,3,0.8210718983230126
sub-EN069,15,L,5,0.8777299145171267
sub-EN069,15,L,10,0.9015376835463179
sub-EN069,15,L,20,0.9354710455634835
sub-EN069,15,L,40,0.957782115868699
sub-EN069,15,L,60,0.9734012019264124
sub-EN069,15,L,80,0.9850104182316302
sub-EN069,15,L,100,0.9926280696242119
sub-EN069,15,L,120,1.0
sub-EN069,15,R,1,0.7628900699126003
sub-EN069,15,R,2,0.77489972130177
sub-EN069,15,R,3,0.7863797030901232
sub-EN069,15,R,5,0.8573733495825825
sub-EN069,15,R,10,0.8894857365531434
sub-EN069,15,R,20,0.9273354650659689
sub-EN069,15,R,40,0.9536510560403024
sub-EN069,15,R,60,0.9690594671946602
sub-EN069,15,R,80,0.9821046140915854
sub-EN069,15,R,100,0.9920430067955355
sub-EN069,15,R,120,1.0
sub-EN069,16,L,1,0.8216634000665097
sub-EN069,16,L,2,0.8267376006689812
sub-EN069,16,L,3,0.8489200541447972
sub-EN069,16,L,5,0.8982546024889644
sub-EN069,16,L,10,0.9171413373145233
sub-EN069,16,L,20,0.9465719395836204
sub-EN069,16,L,40,0.9640708006045404
sub-EN069,16,L,60,0.9780562777457715
sub-EN069,16,L,80,0.9883854494356579
sub-EN069,16,L,100,0.9946910201086988
sub-EN069,16,L,120,1.0
sub-EN069,16,R,1,0.8005200273746707
sub-EN069,16,R,2,0.8043793575998863
sub-EN069,16,R,3,0.8142618791733033
sub-EN069,16,R,5,0.8833996437599876
sub-EN069,16,R,10,0.9077169271256776
sub-EN069,16,R,20,0.9407875335342855
sub-EN069,16,R,40,0.9622072502076474
sub-EN069,16,R,60,0.9756277325644832
