pair,base_metric,extra_metric,raw_profile_r,base_mean_abs,extra_mean_abs,base_max_abs,extra_max_abs,extra_over_base_max_abs,extra_over_base_mean_abs,base_min,extra_min,base_max,extra_max
shift__plus__pred_error_ar_resid,shift,pred_error_ar_resid,0.995641049903865,3.600567573721076,0.13985889464168094,169.63103769784593,5.6413692450234,0.033256704206880164,0.03884356890353847,-169.63103769784593,-5.6413692450234,-0.033047764940184,-0.00463918636161425
shift__plus__pred_error_subspace_resid,shift,pred_error_subspace_resid,0.9999105722964382,3.600567573721076,0.6802075120776716,169.63103769784593,31.299894516715625,0.1845174971603271,0.18891674663800243,-169.63103769784593,-31.299894516715625,-0.033047764940184,-0.00983572765992895
shift__plus__curvature_resid,shift,curvature_resid,0.9999962840631431,3.600567573721076,0.8748961932361392,169.63103769784593,41.47961397026345,0.2445284455793327,0.24298841094432255,-169.63103769784593,-41.47961397026345,-0.033047764940184,-0.0056113604406019
