subject,run,hemi,mode_k,beta,p
sub-EN057,15,R,71,-0.0424783718777022,0.0094733916320208
sub-EN057,15,R,72,-2.143250346581985,0.019325314233903
sub-EN057,15,R,73,-0.3601525905158896,2.3945550593134166e-22
sub-EN057,15,R,74,-0.1310131772086179,0.0396624798008108
sub-EN057,15,R,75,-1.556307932118662,0.0358095557852589
sub-EN057,15,R,76,-0.2432562166013461,0.0155707298593558
sub-EN057,15,R,77,-0.3585759957810485,0.0342967856979268
sub-EN057,15,R,78,-0.4329992381884023,0.0453654734758786
sub-EN057,15,R,79,-1.9975340143578089,0.0404032317710711
sub-EN057,15,R,80,-0.25081523040637,0.0001207726911022
sub-EN057,15,R,81,-0.1996788133269989,0.036196389531046
sub-EN057,15,R,82,-0.2767917300800145,0.0636630465959368
sub-EN057,15,R,83,-0.3331285726123522,0.0242535933560901
sub-EN057,15,R,84,-1.4793969851857491,0.014173879928572
sub-EN057,15,R,85,-0.3406657618412657,0.0066345656155646
sub-EN057,15,R,86,0.0268171566608997,0.146278828454183
sub-EN057,15,R,87,-0.1138685098140374,5.706142818095078e-05
sub-EN057,15,R,88,-1.5521837252005168,0.0362253370549822
sub-EN057,15,R,89,-0.0479304709677403,0.2257567159960241
sub-EN057,15,R,90,-0.1173600429545381,0.1745622917443306
sub-EN057,15,R,91,-0.2082076451690431,0.0068315953862942
sub-EN057,15,R,92,-0.1167306378053471,0.0003374562703
sub-EN057,15,R,93,-0.7719648680856539,0.044572267590905
sub-EN057,15,R,94,-0.4986133951142246,0.02392210965438
sub-EN057,15,R,95,-0.1152993841323095,0.000225165189789
sub-EN057,15,R,96,-0.0581046341986007,0.0085006078116994
sub-EN057,15,R,97,-0.0345947174110858,0.0155721108048603
sub-EN057,15,R,98,-0.1010299725811226,0.016787933007845
sub-EN057,15,R,99,-0.3475445197192435,0.0446479439763975
sub-EN057,15,R,100,-0.1215225641004884,0.013519563649842
sub-EN057,15,R,101,-0.5036098956919175,0.022493163312374
sub-EN057,15,R,102,-0.4073955745986368,3.2815135175125186e-19
sub-EN057,15,R,103,-0.220213337039368,0.0614998626242401
sub-EN057,15,R,104,-0.0369783500546247,0.0026710017761886
sub-EN057,15,R,105,-0.0245168591664053,0.1506088638052727
sub-EN057,15,R,106,-0.0102420512942593,0.4119392130475975
sub-EN057,15,R,107,-0.0142214085824823,0.3268585494563892
sub-EN057,15,R,108,-0.1024939577146977,0.0222217915182669
sub-EN057,15,R,109,-0.0783657222588546,7.926895051210624e-06
sub-EN057,15,R,110,-0.6840259597075388,0.0412593262825138
sub-EN057,15,R,111,-3.075221313646087,0.0369415179551177
sub-EN057,15,R,112,-0.4754190027294655,0.0066938502563157
sub-EN057,15,R,113,-0.1621153497146729,3.1952622269181078e-12
sub-EN057,15,R,114,-0.0471614152302947,0.0003041827022973
sub-EN057,15,R,115,-0.0609700982871945,0.0152505025770031
sub-EN057,15,R,116,-0.037769432614643,7.234706514744213e-05
sub-EN057,15,R,117,-0.0602732724080531,0.0431155341198994
sub-EN057,15,R,118,-0.0619219746464167,0.1402162666104858
sub-EN057,15,R,119,-0.1616260402508306,0.0045651230571415
sub-EN057,16,L,0,-2096.39275290534,0.0453229593959221
sub-EN057,16,L,1,-0.2942583707143845,0.1511562462767878
sub-EN057,16,L,2,-43.14501033762603,0.0479539759101702
sub-EN057,16,L,3,-126.87347356267658,0.0460249337013722
sub-EN057,16,L,4,-10.076950916606064,0.0014795228014062
