metric,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
boundary,L,114,-0.01093165603966618,0.0026076151903301342,49,-4.1922044633749005,0.0001180078145451743,0.0218461286276578,1
boundary,L,115,-0.028206742604188702,0.005101778527034884,49,-5.528805779145072,1.3038934409080302e-06,0.0219429824501276,1
boundary,L,116,-0.012274040131507482,0.0021815837564061837,49,-5.626206234560087,9.287505707690438e-07,0.0221266504377126,1
boundary,L,117,-0.05859934819095003,0.005675245924534277,49,-10.325428883640637,8.784771092616362e-14,0.0223625842481851,1
boundary,L,118,-0.01519495899341765,0.0031961655674765457,49,-4.754121359681144,1.8525110975495598e-05,0.0224539022892713,1
boundary,L,119,-0.237121997803805,0.01077943796284121,49,-21.99762164049833,1.020230653842469e-26,0.0227182861417531,1
boundary,R,0,-1213.092512413816,18.217193220555238,49,-66.5905278451475,5.957621893107478e-49,,1
boundary,R,1,-0.5062665040152847,0.1148295874478509,49,-4.4088506740059685,5.8332201814102854e-05,0.0002292282879352,1
boundary,R,2,-9.94346167635009,0.26834342690367,49,-37.054985065535426,5.665264914859035e-37,0.0004418147727847,1
boundary,R,3,-91.81744191079741,0.8863871846141071,49,-103.58615682239423,4.2537559042398275e-58,0.000503646209836,1
boundary,R,4,-3.740443177362906,0.1815157956123147,49,-20.606708990504742,1.7477227108594703e-25,0.0007804138585925,1
boundary,R,5,-0.12345691246347125,0.04111459520945526,49,-3.0027515006417835,0.0042393636244919776,0.0009679924696683,1
boundary,R,6,-13.900014995556816,0.34881785814709293,49,-39.84892020549969,1.9260057919496618e-38,0.001079499721527,1
boundary,R,7,-0.6159836989109659,0.10143744939400043,49,-6.072547196236962,1.9425673420175394e-07,0.0014691120013594,1
boundary,R,8,-11.7560948060408,0.2739844038937971,49,-42.90789781814641,6.083578837516607e-40,0.001516374759376,1
boundary,R,9,-0.11110991719021297,0.03371297970545294,49,-3.2957608066972903,0.001850669851192984,0.0017501721158623,1
boundary,R,10,-2.9373652292464385,0.07539326653363194,49,-38.96057783802375,5.505789600461033e-38,0.0018113795667886,1
boundary,R,11,-10.332592098063834,0.1618732675762449,49,-63.831367913772525,4.441964909386284e-48,0.0020164949819445,1
boundary,R,12,-2.9547919316094884,0.07659803619303271,49,-38.57529616246551,8.743986210222494e-38,0.0022517880424857,1
boundary,R,13,-1.9503149819353607,0.048271332391336914,49,-40.40317275943634,1.0112990707597437e-38,0.0023531662300229,1
