subject,run,hemi,mode_k,beta,p
sub-EN057,16,R,59,-0.2100994353060332,0.3315012942260603
sub-EN057,16,R,60,-0.4920792236268647,0.4048432748926586
sub-EN057,16,R,61,-0.0944950076179768,0.3075019447806474
sub-EN057,16,R,62,-0.4056594897559681,0.3853807750082774
sub-EN057,16,R,63,-0.5904476022622023,0.3908210178548824
sub-EN057,16,R,64,-0.106020910152731,0.2322179835675407
sub-EN057,16,R,65,-0.0279235687978281,0.1237392933009386
sub-EN057,16,R,66,-0.2794597348454908,0.3442671140438944
sub-EN057,16,R,67,-0.6526795894303385,0.3812433918720171
sub-EN057,16,R,68,-0.4809283594025146,0.3903153044828179
sub-EN057,16,R,69,0.0401176062060135,0.3504248568966824
sub-EN057,16,R,70,-0.2907539856103786,0.4471310908429727
sub-EN057,16,R,71,0.0499925368173821,0.002649758307668
sub-EN057,16,R,72,-0.946330923026692,0.3898700625979118
sub-EN057,16,R,73,-0.062767718383078,0.24222716203887
sub-EN057,16,R,74,-0.087162305817236,0.3966919890818655
sub-EN057,16,R,75,-0.7310962769210237,0.403132470649213
sub-EN057,16,R,76,-0.0177861675325458,0.5781657605296372
sub-EN057,16,R,77,-0.1474393784918348,0.371396805461844
