metric,hemi,mode_k,beta_mean,beta_sem,N_subj,t,p,lam,sig_q05
sentence_shift,R,31,-0.22533630028059762,0.01170091326753572,48,-19.258009620992155,6.140211569758109e-24,0.0058893002569675,1
sentence_shift,R,32,-1.902049688707816,0.06284869549715823,48,-30.26394857780015,1.7950065019244222e-32,0.0060744471848011,1
sentence_shift,R,33,-0.31639403840227853,0.024620153358243656,48,-12.851018180044731,5.416613650853834e-17,0.006196467205882,1
sentence_shift,R,34,-0.4806391864762194,0.03004351558483837,48,-15.998100658991342,1.20509818032074e-20,0.0063056014478206,1
sentence_shift,R,35,-0.4183628600760292,0.028712278754307013,48,-14.570869266629431,4.727179031356807e-19,0.0066964793950319,1
sentence_shift,R,36,-0.49264471386993797,0.023445164935503676,48,-21.01263587717023,1.548622374450476e-25,0.0067823454737663,1
sentence_shift,R,37,-6.128779536031278,0.084135586310433,48,-72.84408185399779,5.4599153466382975e-50,0.006928913295269,1
sentence_shift,R,38,-2.1005779754596694,0.07003518342470723,48,-29.993181608754394,2.683258598538879e-32,0.0072302352637052,1
sentence_shift,R,39,-3.2585782902403513,0.08153091753834105,48,-39.96739382588157,6.134625060265112e-38,0.0074026435613632,1
sentence_shift,R,40,-0.169810018820607,0.02124706514179789,48,-7.992163514694153,2.616791878955956e-10,0.0074999053031206,1
sentence_shift,R,41,-4.204772033842327,0.09729922519053757,48,-43.214856291078114,1.7164347926062087e-39,0.0076058097183704,1
sentence_shift,R,42,-0.29764913413881217,0.024073653849622127,48,-12.364102931698682,2.2171026853460317e-16,0.0078272670507431,1
sentence_shift,R,43,-0.4494282219221364,0.020900117224002722,48,-21.503622066099755,5.781016278410962e-26,0.0081295762211084,1
sentence_shift,R,44,-0.12302234027941418,0.01294484885034584,48,-9.503574873809939,1.613488924729407e-12,0.008332522585988,1
sentence_shift,R,45,-1.5157554013973986,0.04153056580091752,48,-36.49734532063399,3.845228156370711e-36,0.0084747318178415,1
sentence_shift,R,46,-0.09752564507114225,0.010399043642630088,48,-9.37832827927977,2.437446088062554e-12,0.0086999479681253,1
sentence_shift,R,47,-1.5695745036543132,0.0496478742163573,48,-31.61413310093328,2.5352810307069082e-33,0.0089640468358993,1
sentence_shift,R,48,-1.9299826892867837,0.05967291231795659,48,-32.34269309671382,9.098892794508462e-34,0.0091615673154592,1
sentence_shift,R,49,-2.8760358439864047,0.05350919377335333,48,-53.74844285952635,7.401821436803513e-44,0.0093336086720228,1
sentence_shift,R,50,-0.5395064394770754,0.023040304469900217,48,-23.41576866668082,1.474756765928893e-27,0.0094550773501396,1
sentence_shift,R,51,-0.36166037897116504,0.01865555376215372,48,-19.386204429099326,4.651500489899544e-24,0.0096245910972356,1
sentence_shift,R,52,-0.1647226403905495,0.01375831821712024,48,-11.972585441843902,7.038713428410654e-16,0.0098703932017087,1
sentence_shift,R,53,-0.12750425343073493,0.014923771121864793,48,-8.543702016705996,3.980680675019039e-11,0.0100258029997348,1
sentence_shift,R,54,-0.35944348930604936,0.021778405826815377,48,-16.504582206998496,3.4595386128173754e-21,0.0101064685732126,1
sentence_shift,R,55,-0.06907248733086503,0.00910074102274902,48,-7.589765180462262,1.0496063843566466e-09,0.0102680269628763,1
sentence_shift,R,56,-0.2886065270203813,0.012675037787103258,48,-22.769677839859067,4.9489365360299245e-27,0.0104580484330654,1
sentence_shift,R,57,-0.11266442728549937,0.009381926962291152,48,-12.008665995624602,6.322654932427497e-16,0.0108443927019834,1
sentence_shift,R,58,-0.344456492151407,0.020430478816370792,48,-16.859932419958586,1.4647551649448772e-21,0.0109784808009862,1
sentence_shift,R,59,-0.6656993116386858,0.02595676259335755,48,-25.646469171353488,2.7767538403023545e-29,0.0112018398940563,1
sentence_shift,R,60,-1.6088465338853641,0.046035370254120786,48,-34.948052443248265,2.750989673419616e-35,0.0112499464303255,1
sentence_shift,R,61,-0.07527076854941808,0.008256505292184385,48,-9.116540943862708,5.8066134693866e-12,0.0114265698939561,1
sentence_shift,R,62,-1.568537982114271,0.04557654644974303,48,-34.41546374830941,5.513151759854511e-35,0.0116981286555528,1
sentence_shift,R,63,-1.796428354625222,0.04719380031520927,48,-38.06492256666778,5.676152052025801e-37,0.0118494983762502,1
sentence_shift,R,64,-0.4276104178092306,0.025021234807848305,48,-17.089900682083996,8.457200299101751e-22,0.0121008921414613,1
sentence_shift,R,65,-0.0645450432046694,0.010675780898029955,48,-6.045931798448595,2.2935018767080876e-07,0.0122096873819828,1
sentence_shift,R,66,-1.0788074672712076,0.03896022824872892,48,-27.68996784063769,9.417078650499277e-31,0.012521605938673,1
sentence_shift,R,67,-1.3351672689788352,0.04546696402859054,48,-29.365656966655074,6.899771603697736e-32,0.0128279495984315,1
sentence_shift,R,68,-0.9333633261151437,0.030158339497380733,48,-30.948763813611386,6.587399752817413e-33,0.0129549652338027,1
sentence_shift,R,69,-0.027956381250643803,0.0046014332155433066,48,-6.075581224608278,2.068236219715793e-07,0.0130439344793558,1
sentence_shift,R,70,-1.053739801536891,0.04334483450482315,48,-24.310620021392342,2.886750957756136e-28,0.0131426770240068,1
sentence_shift,R,71,-0.05717367533726048,0.007439510354616378,48,-7.68513956053344,7.544219418974467e-10,0.0135406553745269,1
sentence_shift,R,72,-1.7680359632311327,0.03850434787226409,48,-45.91782645161238,1.05765539059518e-40,0.0137549825012683,1
sentence_shift,R,73,-0.05640347128728887,0.008460741190747198,48,-6.6664929248719496,2.622316863780894e-08,0.0138666797429323,1
sentence_shift,R,74,-0.1458110438775422,0.010252902178461813,48,-14.221441045623774,1.2031400552655744e-18,0.0139644090086221,1
sentence_shift,R,75,-1.2624889998982238,0.03776417631318223,48,-33.4308628746003,2.046922924943024e-34,0.0142714828252792,1
sentence_shift,R,76,-0.20874267828034776,0.014243754442059199,48,-14.655032079461357,3.782848902493121e-19,0.0145824085921049,1
sentence_shift,R,77,-0.3720382282981374,0.022986443944521148,48,-16.185114548212372,7.577108073255467e-21,0.0147327147424221,1
sentence_shift,R,78,-0.3768117703064882,0.020547380817189244,48,-18.338676528117894,4.6957591715232583e-23,0.0147609356790781,1
sentence_shift,R,79,-1.7439924967659728,0.04512319238794637,48,-38.64958138980966,2.8337227783278775e-37,0.0149750523269176,1
sentence_shift,R,80,-0.22614108474536498,0.014068614941896943,48,-16.07415411391402,9.97406738921545e-21,0.0150899533182382,1
sentence_shift,R,81,-0.19048548393388,0.010957379490432923,48,-17.384218927545238,4.2202054400947625e-22,0.0154220629483461,1
sentence_shift,R,82,-0.29234487070701776,0.01575406694580757,48,-18.55678738148411,2.877811287360114e-23,0.0154968649148941,1
sentence_shift,R,83,-0.22613695214436882,0.020828533853882805,48,-10.857074901708117,2.1089897367333312e-14,0.0157812219113111,1
sentence_shift,R,84,-1.077012983517639,0.032422705106435974,48,-33.21786322214829,2.731359266508897e-34,0.0159307047724723,1
sentence_shift,R,85,-0.33694706346330827,0.019454067800366463,48,-17.32013411904327,4.906213376995199e-22,0.0159959252923727,1
sentence_shift,R,86,-0.05595256989894722,0.00732628876492957,48,-7.637232396133258,8.904719392331636e-10,0.0163249354809522,1
sentence_shift,R,87,-0.059679312918765166,0.008685331329241939,48,-6.871276484045661,1.2814770234380988e-08,0.0165493730455636,1
sentence_shift,R,88,-1.196924905162951,0.034015530257692196,48,-35.18760096036666,2.0187538931275662e-35,0.0166782364249229,1
sentence_shift,R,89,-0.10512569138751963,0.010279760317746259,48,-10.22647300502114,1.5468286953517115e-13,0.0169897153973579,1
sentence_shift,R,90,-0.12196558095374237,0.00917626652174874,48,-13.291416576084712,1.5537160969287654e-17,0.0170869976282119,1
sentence_shift,R,91,-0.2902813098140102,0.01575963681908325,48,-18.419289298755306,3.916428273508169e-23,0.0171879101544618,1
sentence_shift,R,92,-0.17306723490446638,0.015260577198108236,48,-11.340805308852966,4.7337067752889305e-15,0.0173780377954244,1
sentence_shift,R,93,-0.6549008444684802,0.025926327492194468,48,-25.260069890949598,5.405992991707003e-29,0.0176062751561403,1
sentence_shift,R,94,-0.34296989921993104,0.018836524569469527,48,-18.207705883059816,6.314223408522706e-23,0.017727717757225,1
sentence_shift,R,95,-0.31979963278154583,0.017621649456577557,48,-18.148110003526124,7.228958888475532e-23,0.0180606748908758,1
sentence_shift,R,96,-0.08534888054233099,0.009457890033511942,48,-9.024093137043897,7.903840472566733e-12,0.0183309633284807,1
sentence_shift,R,97,-0.07163006388212644,0.0076507690317521235,48,-9.362465862562086,2.5685169624110118e-12,0.0185584239661693,1
sentence_shift,R,98,-0.1310951587585187,0.018322686069301052,48,-7.15480024395351,4.762290483027568e-09,0.0187302939593791,1
